Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0046,0.0031,0.0026,0.0022,0.0065,0.0002,0,0.0003,0.0009,0.0073,0.0001,0.0012,0.0047,0.0123,0.0193,0.0013,0.0059,0.009,0.0009,0.001,0.0022,0.0061,0.0117,0.0053,0.0061,0.005,0.0081,0.0048,0.0033,0.0058,0.0007,0.0014,0.0004,0.0058,0.0081,0.0009,0.0003,0.0002,0.0001,0.0005,0.0022
0.25,0.0377,0.0303,0.0254,0.02,0.0505,0.002,0.0004,0.0028,0.0087,0.0646,0.0011,0.0118,0.036,0.0505,0.0836,0.0128,0.0284,0.0619,0.009,0.0098,0.0194,0.0547,0.053,0.0455,0.0263,0.036,0.0502,0.0181,0.0296,0.056,0.0072,0.014,0.0035,0.057,0.0763,0.0084,0.0031,0.0018,0.001,0.0039,0.0214
0.33,0.0937,0.0962,0.0916,0.0535,0.1225,0.0078,0.0015,0.0102,0.0328,0.169,0.0041,0.0419,0.0863,0.1012,0.1668,0.0362,0.0605,0.1426,0.0342,0.0368,0.051,0.1443,0.11,0.1157,0.0541,0.0857,0.114,0.036,0.0775,0.1662,0.0217,0.0532,0.0132,0.2015,0.2096,0.0314,0.0119,0.0068,0.0037,0.0099,0.0803
0.42,0.163,0.185,0.1898,0.0965,0.2101,0.02,0.004,0.0214,0.0833,0.2986,0.0105,0.086,0.1477,0.1567,0.2535,0.067,0.0984,0.2377,0.0873,0.087,0.0915,0.2566,0.1742,0.2029,0.0859,0.1471,0.1905,0.0559,0.1382,0.3091,0.0413,0.1346,0.0339,0.4085,0.377,0.0679,0.0305,0.0177,0.0096,0.0177,0.2003
0.5,0.2397,0.2886,0.3079,0.1459,0.3051,0.0385,0.0077,0.0349,0.1609,0.441,0.022,0.1398,0.215,0.2117,0.3344,0.1031,0.1389,0.3379,0.1778,0.1493,0.1378,0.3809,0.2398,0.2993,0.1191,0.2155,0.2733,0.0762,0.2069,0.4712,0.0647,0.2478,0.0702,0.6513,0.5618,0.1133,0.0631,0.0367,0.0201,0.0268,0.3613
0.58,0.3192,0.4013,0.4393,0.1991,0.4017,0.0607,0.0123,0.0502,0.2516,0.5869,0.0399,0.2005,0.2842,0.2629,0.4051,0.1427,0.1798,0.4368,0.2939,0.2182,0.1876,0.5096,0.3028,0.399,0.1516,0.2874,0.3577,0.0956,0.2796,0.6418,0.0909,0.3814,0.1264,0.9134,0.7517,0.1655,0.112,0.0665,0.0366,0.037,0.5386
0.67,0.398,0.5181,0.5783,0.254,0.4955,0.0856,0.0175,0.0664,0.3495,0.7296,0.0658,0.266,0.3523,0.3084,0.4639,0.1846,0.2194,0.53,0.4221,0.2899,0.2389,0.6367,0.3608,0.4976,0.1823,0.3598,0.4401,0.1135,0.3534,0.8132,0.119,0.5299,0.2029,1.1818,0.9375,0.2226,0.1706,0.1094,0.0606,0.0478,0.72
0.75,0.4737,0.6352,0.7203,0.3089,0.5837,0.1123,0.0233,0.0831,0.4504,0.8645,0.0996,0.3345,0.4173,0.3478,0.5114,0.2274,0.2567,0.615,0.5564,0.3614,0.2901,0.7581,0.4125,0.5921,0.2104,0.4307,0.5181,0.1295,0.4258,0.9794,0.1485,0.6886,0.2899,1.4468,1.1131,0.2832,0.2351,0.1632,0.0935,0.0591,0.8967
0.83,0.5446,0.7498,0.8619,0.3626,0.6645,0.1401,0.0296,0.0998,0.5507,0.9887,0.1378,0.4043,0.4777,0.3809,0.5489,0.2702,0.2911,0.6906,0.6918,0.4305,0.3401,0.8711,0.4575,0.6802,0.2355,0.4984,0.5903,0.1434,0.4953,1.1364,0.1786,0.8534,0.3835,1.7013,1.2748,0.3458,0.3036,0.2229,0.1366,0.0707,1.0628
0.92,0.6099,0.8597,1,0.4141,0.7372,0.1684,0.0362,0.1163,0.6479,1.1007,0.1792,0.4742,0.5329,0.4084,0.5778,0.3123,0.3221,0.7565,0.8244,0.4959,0.3881,0.9742,0.496,0.761,0.2575,0.5619,0.6558,0.1554,0.5606,1.2818,0.2089,1.0211,0.4811,1.9405,1.4206,0.4095,0.3742,0.2869,0.1911,0.0823,1.2149
1,0.6689,0.9633,1.1327,0.4627,0.8015,0.1968,0.043,0.1322,0.7402,1.2003,0.223,0.5431,0.5825,0.4308,0.6,0.3531,0.3496,0.8131,0.9516,0.5564,0.4334,1.0668,0.5284,0.8337,0.2765,0.6206,0.7144,0.1655,0.6211,1.4141,0.2389,1.1888,0.5806,2.1614,1.5499,0.4732,0.4455,0.3539,0.2532,0.0938,1.3513
1.08,0.7151,1.0538,1.2526,0.5045,0.8493,0.2242,0.0499,0.1468,0.8239,1.2769,0.2682,0.6075,0.6203,0.437,0.6007,0.3897,0.3678,0.8508,1.0686,0.6093,0.472,1.1397,0.5441,0.8907,0.2863,0.6676,0.7568,0.1685,0.6712,1.5229,0.2668,1.3501,0.6786,2.3507,1.6504,0.534,0.5151,0.4218,0.3194,0.1043,1.4661
1.17,0.6758,1.0613,1.291,0.497,0.7868,0.2424,0.0552,0.1522,0.8683,1.2116,0.3082,0.6342,0.5769,0.3594,0.4755,0.393,0.3258,0.7614,1.1398,0.6261,0.4632,1.0896,0.4613,0.846,0.246,0.6288,0.6879,0.1412,0.6513,1.494,0.2747,1.4527,0.757,2.3696,1.581,0.5658,0.5681,0.4802,0.3825,0.1045,1.4971
1.25,0.5956,0.9816,1.2369,0.4527,0.6831,0.2495,0.0582,0.1471,0.8685,1.0549,0.3404,0.6163,0.5066,0.2988,0.3799,0.3658,0.2854,0.6489,1.1586,0.604,0.4211,0.9564,0.3903,0.7427,0.2118,0.5634,0.6029,0.12,0.5839,1.3376,0.2616,1.4832,0.8099,2.206,1.3797,0.5622,0.5999,0.5251,0.4391,0.0987,1.4408
