Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0
0.17,0.0026,0.0012,0.0012,0.0003,0.0033,0,0.0001,0.0002,0.0037,0.0024,0.0001,0.0006,0.0018,0.0111,0.0066,0.0018,0.0075,0.0056,0,0,0.0012,0.0017,0.009,0.0023,0.0073,0.0042,0.0058,0.0041,0,0,0.0006,0.0006,0.0001,0.0019,0.002,0,0,0,0,0.0009,0.0005
0.25,0.0225,0.012,0.0125,0.003,0.0272,0,0.0009,0.0023,0.0036,0.0221,0.0009,0.0067,0.0142,0.0556,0.0357,0.0177,0.043,0.0411,0,0.0003,0.0115,0.0157,0.0494,0.0204,0.0383,0.0326,0.0401,0.02,0.0043,0.0022,0.0058,0.0058,0.0011,0.0025,0.0194,0,0,0.0002,0,0.0074,0.0056
0.33,0.0718,0.0468,0.0531,0.0111,0.0844,0,0.0038,0.0097,0.0052,0.0738,0.0042,0.0281,0.0436,0.1391,0.0914,0.0624,0.115,0.1205,0,0.0099,0.0381,0.0534,0.129,0.0665,0.0984,0.0993,0.1162,0.0553,0.0197,0.015,0.0216,0.026,0.0051,0.0064,0.0669,0,0,0.0009,0,0.0235,0.0253
0.42,0.1761,0.125,0.1508,0.0304,0.2044,0.0007,0.0123,0.0278,0.0119,0.1827,0.0137,0.0797,0.1061,0.3148,0.205,0.1597,0.2705,0.285,0,0.0397,0.0957,0.1334,0.2977,0.164,0.2279,0.2423,0.2782,0.1369,0.0531,0.0449,0.0574,0.0843,0.0175,0.0187,0.1672,0,0,0.003,0,0.0588,0.081
0.5,0.3741,0.2812,0.3481,0.0737,0.4277,0.0127,0.0317,0.0644,0.0303,0.3903,0.0374,0.1856,0.2329,0.5859,0.3838,0.3539,0.5334,0.5783,0,0.1069,0.2099,0.6826,0.5719,0.3505,0.4365,0.5115,0.5705,0.2798,0.1268,0.1105,0.1307,0.2142,0.0499,0.0475,0.3588,0,0,0.0083,0,0.1287,0.1992
0.58,0.6591,0.5345,0.684,0.1497,0.7413,0.0466,0.0671,0.1267,0.0702,0.7051,0.0864,0.3683,0.7794,0.9096,0.7758,0.6559,0.8714,0.9707,0.0592,0.1823,0.6789,1.9128,0.9142,0.6217,0.7282,0.8945,1.4935,0.4622,0.2483,0.2272,0.2513,0.4502,0.1204,0.1444,0.8202,0,0,0.0192,0,0.2339,0.3999
0.67,1.0121,0.8766,1.1579,0.2682,1.1223,0.1147,0.1236,0.2147,0.143,1.6579,0.1747,0.6308,1.5772,1.2608,1.6168,1.0505,1.2576,1.43,0.2011,0.3813,1.6908,3.7045,1.2983,0.9601,1.3826,1.3679,3.0981,1.1813,0.3407,0.4017,0.4182,0.8242,0.2501,0.4454,1.9914,0,0,0.0391,0,0.3703,0.6959
0.75,1.4529,1.5937,2.1645,0.3652,1.8344,0.2057,0.203,0.3247,0.3051,3.1383,0.3169,0.9673,2.5636,1.6163,2.7151,1.5187,1.6644,1.9296,0.933,1.4914,3.0785,6.002,1.8593,1.349,2.0818,1.9066,4.7756,3.1339,0.3965,1.0734,0.6276,1.3425,0.4585,1.0795,3.9032,0,0,0.071,0,0.5323,1.9714
