Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0.0006,0.0004,0.0002,0,0.001,0,0,0.0002,0.0001,0.0005,0.0006,0.0001,0.0001,0.0023,0.0015,0.0004,0.0022,0.0015,0,0,0.0004,0.0003,0.0023,0.0007,0.0015,0.0008,0.0016,0.0011,0,0,0.0004,0.0001,0,0.0004,0.0004,0,0,0,0,0.0001,0.0001
0.17,0.0926,0.0638,0.0375,0,0.1406,0,0.0051,0.0234,0.0176,0.0759,0.0941,0.0166,0.0133,0.2207,0.156,0.0692,0.2443,0.2002,0,0,0.0564,0.0485,0.2468,0.1072,0.1554,0.1189,0.2141,0.0795,0.0054,0.0142,0.0553,0.0222,0.0001,0.0576,0.0563,0,0,0.0005,0,0.0144,0.0213
0.25,0.6017,0.5121,0.3283,0.0023,0.7917,0,0.0459,0.1817,0.1553,0.5573,2.1297,0.1492,0.1161,0.9157,0.8299,0.544,1.0769,0.9892,0,0.0465,0.6405,1.3583,1.0571,0.6332,0.7093,0.7165,1.9511,0.2793,0.1318,0.1965,0.4069,0.2005,0.0034,0.8245,0.3905,0,0,0.0046,0,0.1245,0.1812
0.33,1.8087,2.2731,1.1989,0.0015,2.8123,0,0.1831,0.5286,0.6081,3.4615,10.1187,0.5865,0.8383,1.9547,3.8337,1.6272,2.3708,2.2825,0,0.1454,4.1344,7.544,3.2613,1.56,3.1715,1.8446,7.9501,2.2337,0.1675,1.265,1.1611,0.815,0.0247,7.5477,3.4877,0,0,0.0195,0,0.4573,0.6774
0.42,7,9.8269,5.9556,0.093,9.8061,0,0.488,1.4314,3.7697,12.9924,22.9631,1.5199,3.2396,3.8843,9.9206,4.5596,5.3506,5.5527,2.3171,3.8965,11.3832,22.2495,10.8297,3.6063,9.2098,7.1179,18.5455,15.2013,0.0845,6.2698,2.4764,2.3003,0.1118,22.6605,19.6338,0,0,0.0603,0,1.3187,5.8845
0.5,15.1776,25.0611,18.0722,8.9425,19.7599,4.7824,0.9566,4.3817,13.6363,25.1151,34.6566,2.9573,7.2894,6.8495,14.4409,11.5188,9.302,11.0967,9.3067,14.2001,21.8138,44.3917,15.6832,8.1153,10.9745,15.2654,25.8713,35.7194,7.4853,19.745,6.1192,8.7652,0.0172,43.1618,50.4988,0,0,0.1441,0,3.2848,16.0495
0.58,21.7005,36.1117,35.6831,36.4695,25.1422,19.8731,1.8702,6.3114,24.9079,33.2571,37.8434,5.9834,11.6818,9.2845,18.1574,16.9124,11.9122,16.1642,21.0871,29.935,33.4056,65.2957,17.8894,12.4287,11.2574,21.65,28.7158,49.7994,21.4665,35.9073,9.9614,22.2812,1.1139,61.0756,84.9361,23.3492,0,0.3446,0,5.1098,27.9579
0.67,24.6292,41.7665,48.3559,70.0242,27.1256,47.1509,3.7074,7.1511,33.6964,37.8392,36.9469,10.6468,16.0574,10.2463,20.2089,19.3625,12.3878,19.4559,35.3251,48.8732,47.7351,83.3195,17.2572,15.9884,9.8656,24.7181,28.2779,56.1581,36.863,53.3052,12.723,41.3148,9.6434,73.563,118.3676,61.6929,12.3922,0,0.5889,6.035,38.3927
0.75,24.3394,42.7551,53.9395,97.8579,26.571,79.9775,4.5987,7.1387,37.5761,38.8269,33.3446,15.2677,20.2702,10.5406,21.3948,19.1889,12.0543,20.7107,48.364,68.2295,63.5352,97.5121,16.1066,18.1501,8.8276,24.523,26.3423,56.2159,49.5554,69.45,13.7664,57.289,29.2518,83.262,147.1833,108.0593,38.7653,1.0098,7.9593,6.3124,44.5559
0.83,23.1272,41.506,54.1153,115.4113,25.2535,109.8293,4.8355,6.794,37.6357,38.2675,29.9545,18.918,24.1949,10.2468,21.6909,18.1719,11.2176,20.7831,58.3307,86.4584,80.5625,110.2153,14.5485,19.4848,7.688,23.2722,24.0549,53.3149,58.6601,84.2499,13.9074,66.6267,52.11,93.0287,172.9525,156.4101,74.8912,5.7013,21.5339,6.1151,47.596
