Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0218,0.0147,0.0123,0.0105,0.0304,0.001,0.0002,0.0013,0.0042,0.0342,0.0005,0.0057,0.0224,0.0512,0.0816,0.0064,0.0257,0.0423,0.0044,0.0047,0.0104,0.0287,0.0502,0.025,0.0259,0.0234,0.0376,0.0194,0.0157,0.0274,0.0035,0.0067,0.0017,0.0276,0.0384,0.004,0.0015,0.0009,0.0005,0.0023,0.0104
0.25,0.1382,0.1174,0.0989,0.075,0.1838,0.008,0.0016,0.0108,0.0337,0.2395,0.0042,0.0459,0.1308,0.1733,0.2839,0.0487,0.1001,0.2217,0.0352,0.038,0.0725,0.2033,0.1846,0.1677,0.0916,0.1311,0.18,0.0625,0.11,0.2143,0.0279,0.0547,0.0135,0.221,0.2862,0.0328,0.0122,0.007,0.0038,0.0146,0.0831
0.33,0.3142,0.3329,0.3233,0.1825,0.4073,0.0283,0.0056,0.036,0.1182,0.5667,0.0149,0.148,0.2876,0.3191,0.5128,0.1247,0.1984,0.4668,0.1238,0.132,0.1739,0.4859,0.3524,0.3883,0.1748,0.2876,0.3769,0.1147,0.2626,0.5672,0.0756,0.1934,0.0479,0.7036,0.7059,0.1123,0.0432,0.025,0.0136,0.0341,0.287
0.42,0.5176,0.6058,0.6308,0.3136,0.6592,0.0696,0.0139,0.0713,0.2863,0.9437,0.0371,0.288,0.4663,0.4628,0.7222,0.2203,0.3059,0.7319,0.3012,0.2906,0.2969,0.8152,0.5251,0.6439,0.2624,0.4698,0.5969,0.1679,0.4448,0.9948,0.1373,0.4643,0.1184,1.3377,1.1947,0.2295,0.1065,0.062,0.0339,0.0585,0.6716
0.5,0.7279,0.9078,0.9835,0.4564,0.9126,0.128,0.0259,0.1122,0.5243,1.328,0.0754,0.452,0.6488,0.5907,0.8933,0.3275,0.4128,0.9879,0.5884,0.4737,0.4304,1.1553,0.6856,0.9076,0.3462,0.6612,0.8186,0.2172,0.6389,1.4485,0.2085,0.8187,0.2381,2.0366,1.6951,0.3702,0.2135,0.1255,0.0692,0.0861,1.1399
0.58,0.931,1.2182,1.3567,0.6019,1.1504,0.1953,0.0403,0.1558,0.7863,1.6921,0.1341,0.63,0.8232,0.6974,1.024,0.4401,0.5128,1.2185,0.9309,0.6639,0.5663,1.482,0.8254,1.1613,0.4216,0.8501,1.0281,0.2602,0.832,1.8945,0.2853,1.2221,0.4182,2.744,2.17,0.5263,0.3673,0.2224,0.1236,0.1158,1.6173
0.67,1.1182,1.522,1.7317,0.7439,1.3633,0.2679,0.0564,0.2002,1.053,2.0204,0.2174,0.8145,0.9823,0.7825,1.1195,0.5535,0.6025,1.4166,1.2886,0.8488,0.6986,1.7808,0.9419,1.3941,0.4867,1.0285,1.2175,0.2961,1.0156,2.3112,0.3649,1.6537,0.6521,3.4217,2.5984,0.6913,0.5423,0.3586,0.2014,0.1463,2.0678
0.75,1.2849,1.8089,2.0949,0.8779,1.5475,0.3428,0.0738,0.2436,1.3111,2.3062,0.3219,0.9991,1.1228,0.8485,1.1874,0.6639,0.6804,1.5812,1.6415,1.021,0.8232,2.0447,1.036,1.6005,0.5411,1.1917,1.3832,0.3252,1.1844,2.6865,0.4449,2.0973,0.9063,4.0461,2.9709,0.8598,0.7277,0.5219,0.3065,0.177,2.4715
0.83,1.4298,2.0726,2.4371,1.0012,1.7028,0.4177,0.0921,0.2849,1.5519,2.5485,0.4364,1.1792,1.2437,0.8986,1.2347,0.769,0.7465,1.7146,1.9759,1.176,0.9378,2.2718,1.1103,1.7789,0.5855,1.3375,1.5248,0.3483,1.3356,3.0155,0.5233,2.5397,1.1689,4.6047,3.2864,1.0276,0.9163,0.6974,0.4422,0.2071,2.8201
0.92,1.5533,2.3101,2.7526,1.1126,1.8313,0.4909,0.1109,0.3234,1.7705,2.7499,0.5573,1.3515,1.3458,0.9359,1.2672,0.8671,0.8016,1.8208,2.2834,1.3122,1.0411,2.4632,1.1681,1.9299,0.6212,1.4652,1.6434,0.3664,1.4683,3.298,0.5989,2.9709,1.4314,5.0935,3.5482,1.1914,1.1025,0.8794,0.61,0.2362,3.1131
1,1.6568,2.5204,3.0386,1.2115,1.9361,0.5609,0.13,0.3586,1.9646,2.9147,0.6818,1.5136,1.4308,0.9636,1.2894,0.9572,0.8469,1.9042,2.5597,1.4296,1.1327,2.6222,1.2124,2.056,0.6495,1.5754,1.7415,0.3803,1.5832,3.5366,0.6706,3.3836,1.687,5.5138,3.7621,1.3487,1.2821,1.0633,0.795,0.2639,3.3544
1.08,1.7286,2.6908,3.2813,1.2902,2.0024,0.6255,0.1487,0.389,2.1286,3.025,0.8064,1.6578,1.4872,0.9589,1.2712,1.0334,0.8706,1.947,2.7971,1.5239,1.2052,2.7326,1.2223,2.1432,0.658,1.6549,1.8016,0.3795,1.6698,3.7136,0.7345,3.7631,1.9278,5.844,3.9075,1.4928,1.4496,1.2435,0.9874,0.2881,3.5382
1.17,1.6169,2.6725,3.3323,1.2576,1.8372,0.6664,0.163,0.3975,2.1985,2.8362,0.9153,1.7104,1.3707,0.7887,1.0096,1.032,0.7681,1.729,2.9213,1.5368,1.1707,2.5809,1.0337,2.0129,0.564,1.5468,1.6264,0.3178,1.6023,3.5918,0.7502,3.9922,2.1124,5.7949,3.6945,1.5646,1.5713,1.3951,1.169,0.2877,3.5399
