Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.17,0.0001,0,0,0,0.0001,0,0,0,0,0.0001,0,0,0.0001,0.0004,0.0002,0.0001,0.0002,0.0002,0,0,0,0,0.0003,0.0001,0.0003,0.0001,0.0002,0.0002,0,0,0,0,0,0,0.0001,0,0,0,0,0,0
0.25,0.0011,0.0005,0.0006,0.0001,0.0014,0,0,0.0001,0.0002,0.0011,0,0.0003,0.0007,0.0032,0.0021,0.0008,0.0024,0.0021,0,0,0.0006,0.0008,0.0028,0.001,0.0022,0.0017,0.0021,0.0011,0.0002,0,0.0003,0.0003,0,0.0005,0.0009,0,0,0,0,0.0004,0.0002
0.33,0.0044,0.0027,0.003,0.0006,0.0053,0,0.0002,0.0005,0.0013,0.0045,0.0002,0.0016,0.0027,0.0097,0.0066,0.0037,0.0075,0.0078,0,0.0004,0.0023,0.0033,0.0087,0.0041,0.0066,0.0062,0.0074,0.0037,0.0011,0.0008,0.0012,0.0014,0.0003,0.0026,0.0039,0,0,0,0,0.0014,0.0014
0.42,0.0107,0.0074,0.0087,0.0018,0.0126,0,0.0007,0.0016,0.0041,0.0113,0.0007,0.0045,0.0065,0.0202,0.0142,0.0093,0.0162,0.018,0,0.0021,0.0056,0.0082,0.0187,0.01,0.0139,0.0144,0.0169,0.0084,0.0032,0.0027,0.0033,0.0046,0.0009,0.0075,0.0098,0,0,0.0002,0,0.0033,0.0047
0.5,0.0203,0.015,0.0186,0.0039,0.0237,0.0007,0.0016,0.0034,0.0101,0.0218,0.0018,0.0096,0.0122,0.0346,0.0249,0.018,0.0284,0.0329,0,0.0059,0.0109,0.016,0.0326,0.0192,0.0239,0.0267,0.0308,0.0162,0.0067,0.0061,0.0066,0.011,0.0025,0.016,0.0192,0,0,0.0004,0,0.0062,0.0113
0.58,0.0331,0.026,0.033,0.0074,0.0385,0.0023,0.003,0.006,0.02,0.0361,0.0039,0.0171,0.02,0.0521,0.0385,0.0299,0.0437,0.0523,0.0034,0.0119,0.0183,0.0267,0.0501,0.0316,0.0364,0.0432,0.049,0.0275,0.0121,0.0115,0.0113,0.0214,0.0057,0.0284,0.0322,0.0004,0,0.0009,0,0.01,0.0219
0.67,0.0492,0.0403,0.0523,0.0127,0.0567,0.0052,0.0051,0.0095,0.0339,0.0541,0.0073,0.0271,0.0299,0.0722,0.0546,0.045,0.0618,0.0759,0.0101,0.0206,0.0278,0.0404,0.0707,0.0472,0.0509,0.0635,0.0713,0.0429,0.0193,0.019,0.0174,0.0362,0.0113,0.0447,0.0489,0.0018,0,0.0017,0,0.0148,0.0366
0.75,0.0683,0.058,0.0763,0.0201,0.0782,0.0096,0.0076,0.0139,0.0521,0.0756,0.0126,0.0396,0.0418,0.094,0.0728,0.063,0.0821,0.1028,0.0206,0.0322,0.0397,0.057,0.0936,0.0658,0.0669,0.0875,0.0972,0.0625,0.0287,0.0288,0.0249,0.0555,0.0199,0.0649,0.0691,0.004,0,0.0029,0,0.0204,0.0552
0.83,0.0899,0.0788,0.105,0.0301,0.1024,0.0157,0.0107,0.019,0.0742,0.1002,0.02,0.0547,0.0557,0.1169,0.0928,0.0835,0.104,0.1326,0.0352,0.0469,0.0538,0.0762,0.1183,0.0871,0.0839,0.1146,0.1261,0.0866,0.0402,0.0409,0.0339,0.0796,0.032,0.089,0.0928,0.0072,0,0.0046,0,0.0268,0.0776
0.92,0.1138,0.1026,0.1381,0.0429,0.1288,0.0238,0.0144,0.0249,0.0999,0.1274,0.0296,0.0723,0.0715,0.1404,0.1142,0.1063,0.1269,0.1646,0.0541,0.0648,0.0701,0.0979,0.144,0.1106,0.1015,0.1443,0.1574,0.1152,0.054,0.0554,0.0442,0.1084,0.0477,0.1167,0.1197,0.0117,0,0.0069,0,0.0339,0.1034
1,0.1394,0.1291,0.1752,0.0588,0.1571,0.0339,0.0184,0.0314,0.129,0.1569,0.0414,0.0922,0.0889,0.1637,0.1368,0.1309,0.1504,0.198,0.0774,0.0861,0.0886,0.122,0.1704,0.1361,0.1192,0.1762,0.1905,0.1482,0.07,0.0722,0.0557,0.1417,0.0672,0.1478,0.1495,0.0176,0.0017,0.0096,0,0.0415,0.1322
1.08,0.1664,0.1579,0.2158,0.0779,0.1866,0.0463,0.0229,0.0385,0.1609,0.1881,0.0554,0.1141,0.1078,0.1864,0.1601,0.1569,0.1736,0.2322,0.1051,0.1106,0.1091,0.1481,0.1966,0.1631,0.1366,0.2094,0.2247,0.1853,0.0882,0.0913,0.0682,0.1794,0.0906,0.1819,0.1819,0.0249,0.0058,0.0126,0.0001,0.0495,0.1635
1.17,0.1917,0.1871,0.2575,0.1001,0.2139,0.0612,0.0275,0.0456,0.1941,0.2181,0.0712,0.1369,0.1264,0.2021,0.1805,0.1814,0.1911,0.2621,0.1376,0.1381,0.1302,0.201,0.2168,0.1889,0.1488,0.2397,0.2547,0.2242,0.1081,0.1123,0.081,0.22,0.1176,0.2173,0.2146,0.0312,0.0118,0.016,0.0017,0.0568,0.1959
1.25,0.2117,0.2133,0.2964,0.1246,0.2351,0.0782,0.0318,0.0521,0.2262,0.2429,0.0882,0.1583,0.1428,0.2099,0.1967,0.2004,0.2007,0.2834,0.1741,0.1673,0.1497,0.2939,0.2291,0.2099,0.1549,0.2624,0.2766,0.2636,0.1279,0.1334,0.0922,0.2608,0.1474,0.2508,0.2442,0.0355,0.0201,0.0196,0.004,0.062,0.2271
