Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0.0002,0.0001,0,0.0001,0,0,0,0,0,0.0001,0,0.0001,0,0.0001,0.0001,0,0,0,0,0,0.0021,0,0,0,0,0,0,0
0.17,0.0056,0.0025,0.0026,0.0006,0.007,0,0.0002,0.0005,0.0037,0.0051,0.0002,0.0014,0.0038,0.0232,0.0137,0.0039,0.0157,0.0118,0,0,0.0027,0.0036,0.0188,0.0048,0.0154,0.0089,0.0122,0.0087,0,0,0.0012,0.0012,0.0002,0.002,0.0043,0,0,0,0,0.0019,0.0011
0.25,0.0602,0.0318,0.0332,0.0079,0.0726,0,0.0023,0.0061,0.0043,0.0583,0.0025,0.0177,0.0383,0.1561,0.0966,0.0471,0.1212,0.1107,0,0.0003,0.0307,0.0414,0.138,0.0541,0.1088,0.0886,0.1097,0.0566,0.0101,0.0048,0.0153,0.0155,0.0029,0.0039,0.0511,0,0,0.0005,0,0.0201,0.0146
0.33,0.2392,0.1516,0.1703,0.0363,0.2802,0,0.0124,0.0313,0.0102,0.241,0.0135,0.091,0.1461,0.4682,0.2928,0.2089,0.4003,0.4003,0,0.0288,0.1277,0.1833,0.4376,0.2197,0.3404,0.3386,0.3953,0.1822,0.0626,0.0449,0.0719,0.0838,0.0163,0.0164,0.2166,0,0,0.0029,0,0.082,0.0786
0.42,0.5628,0.4118,0.4966,0.1014,0.6419,0.0039,0.0409,0.0919,0.0326,0.581,0.0458,0.2668,0.5741,0.8747,0.6594,0.537,0.813,0.8681,0,0.1021,0.4515,1.413,0.8579,0.5249,0.6607,0.7773,1.1457,0.3695,0.1883,0.1546,0.1951,0.2763,0.0575,0.0649,0.5499,0,0,0.01,0,0.1993,0.252
0.5,0.9662,0.7935,1.0162,0.2118,1.0791,0.0598,0.097,0.1889,0.0883,1.4911,0.1149,0.551,1.4493,1.2759,1.5546,0.9875,1.2581,1.399,0.0552,0.212,1.4752,3.4067,1.297,0.9108,1.4117,1.3167,3.0154,0.8583,0.3116,0.3408,0.3789,0.6466,0.1521,0.2864,1.7422,0,0,0.0254,0,0.3539,0.563
0.58,1.427,1.4859,1.9656,0.3206,1.8153,0.1493,0.1827,0.3105,0.2159,3.0705,0.2382,0.9161,2.504,1.653,2.7127,1.5008,1.6961,1.9377,0.5079,1.1095,2.9341,5.8767,1.9143,1.3315,2.1722,1.8985,4.8701,2.7956,0.3706,0.9423,0.6047,1.1986,0.3323,0.8755,3.7316,0,0,0.0529,0,0.5292,1.5742
0.67,2.4454,2.8385,3.9479,0.6757,2.9997,0.8893,0.2917,0.4461,0.5317,5.3391,0.6442,1.3375,3.6345,1.9961,3.8244,2.0434,2.1067,2.4658,2.008,3.4893,4.8357,8.616,2.8207,1.7676,2.7628,2.9761,6.4512,5.8263,0.4499,2.0466,0.8606,1.8935,0.6275,1.8898,6.553,0,0,0.0967,0,0.7156,3.9465
0.75,3.5541,4.525,6.4718,2.0935,4.2382,2.4966,0.4142,0.5867,1.1041,7.4311,1.8393,1.7912,4.7113,2.2716,4.7328,2.5734,2.4481,2.9445,4.044,6.7913,7.3844,11.5702,3.5834,2.1901,3.0552,4.2707,7.5387,9.3231,1.3949,3.5748,1.1306,2.8892,1.0225,3.3064,10.4213,0,0,0.1591,0,0.8969,6.5025
