Time (hours),Q_3,Q_31,Q_4,Q_5,Q_6,Q_7,Q_37,Q_36,Q_10,Q_11,Q_15,Q_38,Q_18,Q_39,Q_17,Q_33,Q_40,Q_34,Q_19,Q_16,Q_41,Q_13,Q_22,Q_23,Q_25,Q_27,Q_28,Q_26,Q_24,Q_21,Q_29,Q_35,Q_30,Q_20,Q_14,Q_12,Q_9,Q_8,Q_1,Q_32,Q_2
0,0,0,0,0,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0025,0,0,0,0,0,0,0
0.08,0,0,0,0,0,0,0,0,0.0043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0021,0,0,0,0,0,0,0
0.17,0,0,0,0,0,0,0,0,0.0037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018,0,0,0,0,0,0,0
0.25,0,0,0,0,0,0,0,0,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0016,0,0,0,0,0,0,0
0.33,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014,0,0,0,0,0,0,0
0.42,0,0,0,0,0,0,0,0,0.0023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0012,0.0001,0,0,0,0,0,0
0.5,0,0,0,0,0,0,0,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0001,0,0.0001,0,0,0,0
0.58,0,0,0,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0002,0,0.0002,0,0,0,0
0.67,0,0,0,0,0,0,0,0,0.0015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0007,0.0002,0,0.0002,0,0,0,0
0.75,0,0,0,0,0,0,0,0,0.0013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0006,0.0002,0,0.0002,0,0,0,0
0.83,0,0,0,0,0,0,0,0,0.0011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0002,0,0.0003,0,0,0,0
0.92,0,0,0,0,0,0,0,0,0.0009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0003,0,0.0003,0,0,0,0
1,0,0,0,0,0,0,0,0,0.0008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0004,0.0003,0,0.0003,0,0,0,0
1.08,0,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,0.0003,0,0.0003,0,0,0,0
1.17,0.0008,0.0004,0.0004,0.0001,0.0011,0,0,0.0001,0.0006,0.0008,0,0.0002,0.0006,0.0034,0.0021,0.0006,0.0023,0.0018,0,0,0.0004,0.0005,0.0028,0.0007,0.0022,0.0013,0.0018,0.0012,0,0,0.0002,0.0002,0,0.0003,0.0009,0,0.0003,0,0,0.0003,0.0002
1.25,0.0063,0.0034,0.0036,0.0009,0.0076,0,0.0002,0.0006,0.0006,0.0063,0.0003,0.0019,0.004,0.0156,0.0103,0.005,0.0119,0.0116,0,0.0001,0.0032,0.0044,0.0138,0.0057,0.0106,0.0091,0.0112,0.0056,0.0012,0.0007,0.0016,0.0016,0.0003,0.0005,0.0058,0,0,0.0001,0,0.002,0.0016
1.33,0.0193,0.0125,0.0143,0.003,0.0229,0,0.001,0.0026,0.0011,0.02,0.0011,0.0075,0.0118,0.0385,0.0262,0.0165,0.0309,0.033,0,0.0026,0.0101,0.0145,0.0354,0.0179,0.0266,0.0265,0.0313,0.0152,0.0052,0.0041,0.0057,0.007,0.0014,0.0016,0.0185,0,0,0.0003,0,0.0061,0.007
1.42,0.041,0.0296,0.0358,0.0073,0.0479,0.0005,0.0029,0.0066,0.0028,0.0435,0.0032,0.0187,0.0247,0.0713,0.0497,0.0366,0.0593,0.0668,0,0.0101,0.022,0.0318,0.0673,0.0386,0.05,0.0549,0.0632,0.0317,0.0131,0.0114,0.0132,0.02,0.0042,0.0047,0.0404,0,0,0.0007,0,0.0129,0.0201
1.5,0.0714,0.0553,0.0696,0.0149,0.0825,0.0038,0.0062,0.0128,0.0068,0.0769,0.0075,0.0363,0.0428,0.1119,0.0797,0.0655,0.0963,0.1121,0.0034,0.0237,0.0394,0.0568,0.1082,0.0677,0.0797,0.0943,0.1065,0.0568,0.0253,0.0236,0.0244,0.0435,0.0105,0.0109,0.0718,0.0002,0,0.0017,0,0.0224,0.0434
1.58,0.1099,0.0899,0.1161,0.0269,0.1258,0.0103,0.0112,0.0213,0.0143,0.1195,0.0151,0.0607,0.0662,0.1581,0.1152,0.103,0.1399,0.1673,0.018,0.0437,0.0625,0.0891,0.1561,0.1049,0.1141,0.1438,0.1598,0.0914,0.0425,0.0411,0.0396,0.0788,0.0225,0.0211,0.1122,0.0032,0,0.0035,0,0.0346,0.0772
1.67,0.1555,0.1328,0.1751,0.0442,0.1765,0.0205,0.0178,0.032,0.0264,0.1702,0.0274,0.092,0.0944,0.2076,0.155,0.148,0.1885,0.2301,0.0422,0.0708,0.0912,0.1281,0.209,0.1492,0.1517,0.2021,0.2215,0.1363,0.0648,0.0642,0.0586,0.1265,0.0423,0.0362,0.1607,0.0087,0,0.0063,0,0.049,0.1209
1.75,0.2069,0.1836,0.2457,0.0676,0.2331,0.0352,0.026,0.0448,0.0438,0.2277,0.0454,0.1299,0.1269,0.2585,0.198,0.1996,0.24,0.2985,0.0769,0.1053,0.1253,0.1885,0.2648,0.1995,0.1909,0.2675,0.2896,0.1917,0.0923,0.0928,0.0813,0.1866,0.0711,0.0569,0.2164,0.0154,0.0033,0.0101,0,0.0654,0.1733
