Index,Area,L,Sc,N,HL,HS,k,d,I,UL,UM,UH,UF
50,0.2783,0.50027,0.00898,0.03,0.24648,0.16279,0,0,0.0,0.0,0.0,0.0,0.0
51,0.20458,0.78205,0.06029,0.03,0.14998,0.12365,0,0,0.0,0.0,0.0,0.0,0.0
52,0.38365,0.25849,0.01726,0.03,0.56213,0.12362,0,0,0.0,0.0,0.0,0.0,0.0
53,0.42553,0.62391,0.09236,0.03,0.52078,0.20494,0,0,0.0,0.0,0.0,0.0,0.0
54,0.22433,0.54648,0.14201,0.03,0.27127,0.16216,0,0,0.0,0.0,0.0,0.0,0.0
55,0.14008,0.60906,0.18306,0.03,0.14635,0.20797,0,0,0.0,0.0,0.0,0.0,0.0
56,0.36538,0.62305,0.08458,0.03,0.29592,0.18622,0,0,0.0,0.0,0.0,0.0,0.0
57,0.23183,0.91826,0.09828,0.03,0.10488,0.21681,0,0,0.0,0.0,0.0,0.0,0.0
58,0.11618,0.50835,0.15061,0.03,0.1403,0.22223,0,0,0.0,0.0,0.0,0.0,0.0
59,0.27748,0.75134,0.01356,0.03,0.18103,0.06412,0,0,0.0,0.0,0.0,0.0,0.0
60,0.32398,1.13433,0.00606,0.03,0.29809,0.02316,0,0,0.0,0.0,0.0,0.0,0.0
61,0.43853,1.30782,0.01929,0.03,0.15566,0.1319,0,0,0.0,0.0,0.0,0.0,0.0
62,0.15115,0.35335,0.0068,0.03,0.27676,0.0676,0,0,0.0,0.0,0.0,0.0,0.0
63,0.10023,0.55184,0.1064,0.03,0.09784,0.18425,0,0,0.0,0.0,0.0,0.0,0.0
64,0.32813,0.31556,0.01159,0.03,0.46472,0.03323,0,0,0.0,0.0,0.0,0.0,0.0
65,0.37025,0.75527,0.02059,0.03,0.2026,0.09402,0,0,0.0,0.0,0.0,0.0,0.0
66,0.19115,0.69199,0.02986,0.03,0.11986,0.18925,0,0,0.0,0.0,0.0,0.0,0.0
67,0.10153,0.47249,0.0519,0.03,0.08478,0.20245,0,0,0.0,0.0,0.0,0.0,0.0
68,0.19818,0.28192,0.00481,0.03,0.28527,0.04762,0,0,0.0,0.0,0.0,0.0,0.0
69,0.17148,0.71305,0.01564,0.03,0.11754,0.09353,0,0,0.0,0.0,0.0,0.0,0.0
70,0.46963,0.82033,0.05925,0.03,0.41765,0.14269,0,0,0.0,0.0,0.0,0.0,0.0
71,0.10558,0.53305,0.08596,0.03,0.10471,0.15444,0,0,0.0,0.0,0.0,0.0,0.0
72,0.121,0.60498,0.19507,0.03,0.16591,0.15358,0,0,0.0,0.0,0.0,0.0,0.0
73,0.16568,0.37971,0.11748,0.03,0.21412,0.17781,0,0,0.0,0.0,0.0,0.0,0.0
74,0.26938,0.65927,0.03849,0.03,0.17227,0.12734,0,0,0.0,0.0,0.0,0.0,0.0
75,0.10523,0.59048,0.10087,0.03,0.15558,0.13075,0,0,0.0,0.0,0.0,0.0,0.0
76,0.15653,0.65134,0.21011,0.03,0.14381,0.07486,0,0,0.0,0.0,0.0,0.0,0.0
77,0.15333,0.6322,0.0615,0.03,0.11079,0.12401,0,0,0.0,0.0,0.0,0.0,0.0
78,0.19165,0.62734,0.0184,0.03,0.14698,0.21232,0,0,0.0,0.0,0.0,0.0,0.0
79,0.44878,0.43249,0.01518,0.03,0.54123,0.10284,0,0,0.0,0.0,0.0,0.0,0.0
80,0.17573,0.90155,0.085,0.03,0.10213,0.15111,0,0,0.0,0.0,0.0,0.0,0.0
81,0.46023,0.70634,0.04826,0.03,0.55526,0.12479,0,0,0.0,0.0,0.0,0.0,0.0
82,0.18465,0.44128,0.06573,0.03,0.1472,0.17049,0,0,0.0,0.0,0.0,0.0,0.0
83,0.259,0.71648,0.03041,0.03,0.12985,0.20921,0,0,0.0,0.0,0.0,0.0,0.0
84,0.26065,1.23075,0.17155,0.03,0.12551,0.15143,0,0,0.0,0.0,0.0,0.0,0.0
85,0.38205,0.96741,0.14729,0.03,0.24177,0.2342,0,0,0.0,0.0,0.0,0.0,0.0
86,0.3029,0.64699,0.15793,0.03,0.22769,0.21096,0,0,0.0,0.0,0.0,0.0,0.0
87,0.5275,1.05791,0.12914,0.03,0.19624,0.37288,0,0,0.0,0.0,0.0,0.0,0.0
88,0.103,0.29264,0.11129,0.03,0.19437,0.22733,0,0,0.0,0.0,0.0,0.0,0.0
89,0.1411,0.45299,0.13527,0.03,0.16627,0.23497,0,0,0.0,0.0,0.0,0.0,0.0
90,0.16463,0.42263,0.02043,0.03,0.1735,0.1422,0,0,0.0,0.0,0.0,0.0,0.0
91,0.22878,0.69663,0.11152,0.03,0.18425,0.19878,0,0,0.0,0.0,0.0,0.0,0.0
92,0.23143,0.76912,0.10835,0.03,0.18696,0.25724,0,0,0.0,0.0,0.0,0.0,0.0
93,0.16275,0.29642,0.01815,0.03,0.27931,0.11509,0,0,0.0,0.0,0.0,0.0,0.0
94,0.20563,0.9464,0.13218,0.03,0.15009,0.21361,0,0,0.0,0.0,0.0,0.0,0.0
95,0.20213,0.31193,0.02625,0.03,0.27311,0.10015,0,0,0.0,0.0,0.0,0.0,0.0
96,0.23738,0.94983,0.14576,0.03,0.14828,0.17646,0,0,0.0,0.0,0.0,0.0,0.0
97,0.48903,0.72705,0.1754,0.03,0.366,0.15408,0,0,0.0,0.0,0.0,0.0,0.0
98,0.1629,1.07954,0.15454,0.03,0.11547,0.19847,0,0,0.0,0.0,0.0,0.0,0.0
99,0.29735,0.81791,0.12436,0.03,0.35453,0.16127,0,0,0.0,0.0,0.0,0.0,0.0
100,0.4446,0.47213,0.03038,0.03,0.64394,0.12413,0,0,0.0,0.0,0.0,0.0,0.0
101,0.2004,0.65906,0.08176,0.03,0.1786,0.15509,0,0,0.0,0.0,0.0,0.0,0.0
102,0.12795,0.5577,0.09401,0.03,0.17558,0.17757,0,0,0.0,0.0,0.0,0.0,0.0
103,0.12775,0.47406,0.13533,0.03,0.19464,0.23954,0,0,0.0,0.0,0.0,0.0,0.0
104,0.29808,0.8074,0.16625,0.03,0.33018,0.18979,0,0,0.0,0.0,0.0,0.0,0.0
105,0.27363,0.54749,0.07841,0.03,0.24169,0.31624,0,0,0.0,0.0,0.0,0.0,0.0
106,0.56853,0.64906,0.09446,0.03,0.30828,0.16513,0,0,0.0,0.0,0.0,0.0,0.0
107,0.1299,0.44749,0.1105,0.03,0.1828,0.14305,0,0,0.0,0.0,0.0,0.0,0.0
