Alpha:,1,Beta:,10,m:,0.6
SubCat,13,14,15,11,17,24,23,22,19,20,21,18,16,12,10,28,55,26,25,27,9,8,36,6,35,34,30,32,31,29,33,7,5,40,41,38,39,37,4,2,46,51,52,53,45,50,49,42,47,43,54,44,48,3,1,
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Area,1.485,0.372,0.731,0.443,0.404,0.334,0.967,0.866,1.198,2.343,0.775,2.459,0.167,1.262,0.672,0.452,0.728,0.288,1.284,0.746,0.246,0.58,0.325,0.371,0.77,1.689,0.534,0.891,1.389,0.204,0.391,0.701,1.132,0.155,0.428,0.43,0.017,2.11,0.359,1.021,0.11,0.407,0.121,1.133,0.266,0.686,0.544,2.243,0.25,0.588,1.082,0.773,0.701,0.152,0.108,
Time (hours),Q_13,Q_14,Q_15,Q_11,Q_17,Q_24,Q_23,Q_22,Q_19,Q_20,Q_21,Q_18,Q_16,Q_12,Q_10,Q_28,Q_55,Q_26,Q_25,Q_27,Q_9,Q_8,Q_36,Q_6,Q_35,Q_34,Q_30,Q_32,Q_31,Q_29,Q_33,Q_7,Q_5,Q_40,Q_41,Q_38,Q_39,Q_37,Q_4,Q_2,Q_46,Q_51,Q_52,Q_53,Q_45,Q_50,Q_49,Q_42,Q_47,Q_43,Q_54,Q_44,Q_48,Q_3,Q_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17,0,0,0,0,0,0.02,0,0.0151,0.0004,0.0594,0,0,0.0024,0,0,0.0022,0,0.0191,0.0001,0,0.0006,0,0,0,0.0005,0,0.0038,0.0022,0,0.0008,0,0.0004,0,0,0.0001,0.0002,0.0005,0.0002,0,0,0.0016,0,0.0014,0.0015,0,0,0,0.0032,0,0.0014,0.0041,0,0,0,0.0001,
0.25,0,0.0003,0,0.0001,0.0003,0.2864,1.683,0.1606,0.0264,0.8452,0,0,0.0409,0,0,0.0834,0,0.2661,0.0073,0,0.0135,0,0,0.0009,0.0318,0,0.107,0.068,0,0.0201,0,0.0114,0,0.0005,0.0048,0.0084,0.0093,0.0167,0,0.0002,0.0287,0,0.0257,0.0428,0,0,0.001,0.0856,0,0.0393,0.1032,0,0,0.0004,0.0024,
0.33,0,0.0052,0.0007,0.0025,0.0051,1.1332,5.0094,0.9645,0.2767,3.5454,0,0,0.1877,0,0.0008,0.556,0.016,1.0304,0.09,0,0.0758,0,0,0.0146,0.2806,0,0.63,0.4575,0,0.1172,0,0.0667,0,0.0047,0.0405,0.0717,0.041,0.203,0,0.0034,0.1438,0.0109,0.1286,0.2767,0,0,0.0149,0.5054,0,0.2381,0.6111,0,0,0.003,0.0167,
0.42,0.768,0.0378,0.0051,0,0.0374,2.0023,7.1243,2.6522,1.0986,7.0951,0.182,0,0.4029,0,0.008,1.4925,0.3767,1.7858,0.4122,0,0.1766,0,1.185,0,0.9874,0,1.5845,1.3421,0,0.3078,0,0.1777,0,0.0193,0.1472,0.2577,0.0728,0.8697,0,0.0186,0.3268,0.0765,0.2964,0.8104,0.1395,0,0.0749,1.3644,0,0.6485,1.6295,0,0,0.0086,0.0533,
