Alpha:,1,Beta:,10,m:,0.6
SubCat,13,14,15,11,17,24,23,22,19,20,21,18,16,12,10,28,55,26,25,27,9,8,36,6,35,34,30,32,31,29,33,7,5,40,41,38,39,37,4,2,46,51,52,53,45,50,49,42,47,43,54,44,48,3,1,
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Area,1.485,0.372,0.731,0.443,0.404,0.334,0.967,0.866,1.198,2.343,0.775,2.459,0.167,1.262,0.672,0.452,0.728,0.288,1.284,0.746,0.246,0.58,0.325,0.371,0.77,1.689,0.534,0.891,1.389,0.204,0.391,0.701,1.132,0.155,0.428,0.43,0.017,2.11,0.359,1.021,0.11,0.407,0.121,1.133,0.266,0.686,0.544,2.243,0.25,0.588,1.082,0.773,0.701,0.152,0.108,
Time (hours),Q_13,Q_14,Q_15,Q_11,Q_17,Q_24,Q_23,Q_22,Q_19,Q_20,Q_21,Q_18,Q_16,Q_12,Q_10,Q_28,Q_55,Q_26,Q_25,Q_27,Q_9,Q_8,Q_36,Q_6,Q_35,Q_34,Q_30,Q_32,Q_31,Q_29,Q_33,Q_7,Q_5,Q_40,Q_41,Q_38,Q_39,Q_37,Q_4,Q_2,Q_46,Q_51,Q_52,Q_53,Q_45,Q_50,Q_49,Q_42,Q_47,Q_43,Q_54,Q_44,Q_48,Q_3,Q_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17,0,0,0,0,0,0.0293,0,0.0212,0.0005,0.087,0,0,0.0035,0,0,0.0032,0,0.0281,0.0001,0,0.0008,0,0,0,0.0008,0,0.0056,0.0032,0,0.0012,0,0.0006,0,0,0.0001,0.0002,0.0008,0.0003,0,0,0.0024,0,0.0021,0.0022,0,0,0,0.0047,0,0.0021,0.006,0,0,0,0.0001,
0.25,0,0.0005,0.0001,0.0002,0.0005,0.4765,2.7293,0.2096,0.043,1.4142,0,0,0.0678,0,0.0001,0.1364,0,0.443,0.0119,0,0.0224,0,0,0.0015,0.0521,0,0.1766,0.1136,0,0.0335,0,0.0186,0,0.0008,0.0079,0.0139,0.0157,0.0269,0,0.0004,0.049,0,0.0433,0.0714,0,0,0.0017,0.1413,0,0.065,0.1722,0,0,0.0007,0.004,
0.33,0.1582,0.0101,0.0014,0,0.0099,2.3587,9.1696,1.4641,0.5414,7.5849,0,0,0.3903,0,0.0021,1.0963,0.0384,2.152,0.1759,0,0.1567,0,0.8655,0,0.5564,0,1.2719,0.9465,0,0.2426,0,0.1341,0,0.0095,0.0825,0.1455,0.0836,0.3893,0,0.0064,0.3142,0.0207,0.274,0.5763,0.0005,0,0.0283,1.0358,0,0.4875,1.2703,0,0,0.0061,0.0353,
0.42,4.0153,0.1054,0.0141,0,0.1042,7.8375,21.1082,5.4229,3.3473,28.8564,2.6606,0,1.5752,0,0.0226,5.0915,1.3213,6.6949,1.2468,0,0.7188,0,5.3586,0.001,3.1422,0,5.797,4.8916,0,1.159,0,0.6391,0,0.0654,0.5095,0.879,0.2582,2.5583,0,0.0507,1.31,0.2587,1.184,3.0572,0.7795,0,0.2094,5.0703,0,2.3812,6.1611,0,0.1183,0.0187,0.2082,
