Alpha:,1,Beta:,10,m:,0.6
SubCat,13,14,15,11,17,24,23,22,19,20,21,18,16,12,10,28,55,26,25,27,9,8,36,6,35,34,30,32,31,29,33,7,5,40,41,38,39,37,4,2,46,51,52,53,45,50,49,42,47,43,54,44,48,3,1,
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Area,1.485,0.372,0.731,0.443,0.404,0.334,0.967,0.866,1.198,2.343,0.775,2.459,0.167,1.262,0.672,0.452,0.728,0.288,1.284,0.746,0.246,0.58,0.325,0.371,0.77,1.689,0.534,0.891,1.389,0.204,0.391,0.701,1.132,0.155,0.428,0.43,0.017,2.11,0.359,1.021,0.11,0.407,0.121,1.133,0.266,0.686,0.544,2.243,0.25,0.588,1.082,0.773,0.701,0.152,0.108,
Time (hours),Q_13,Q_14,Q_15,Q_11,Q_17,Q_24,Q_23,Q_22,Q_19,Q_20,Q_21,Q_18,Q_16,Q_12,Q_10,Q_28,Q_55,Q_26,Q_25,Q_27,Q_9,Q_8,Q_36,Q_6,Q_35,Q_34,Q_30,Q_32,Q_31,Q_29,Q_33,Q_7,Q_5,Q_40,Q_41,Q_38,Q_39,Q_37,Q_4,Q_2,Q_46,Q_51,Q_52,Q_53,Q_45,Q_50,Q_49,Q_42,Q_47,Q_43,Q_54,Q_44,Q_48,Q_3,Q_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17,0,0,0,0,0,0.0263,0,0.0195,0.0005,0.0779,0,0,0.0032,0,0,0.0029,0,0.0251,0.0001,0,0.0007,0,0,0,0.0007,0,0.0051,0.0029,0,0.0011,0,0.0005,0,0,0.0001,0.0002,0.0007,0.0002,0,0,0.0022,0,0.0019,0.002,0,0,0,0.0043,0,0.0019,0.0055,0,0,0,0.0001,
0.25,0,0.0004,0.0001,0.0002,0.0004,0.3673,2.128,0.1942,0.0349,1.0872,0,0,0.0528,0,0.0001,0.1091,0,0.3409,0.0096,0,0.0176,0,0,0.0012,0.042,0,0.1396,0.0895,0,0.0263,0,0.0148,0,0.0006,0.0063,0.0112,0.0121,0.022,0,0.0003,0.0375,0,0.0334,0.0562,0,0,0.0014,0.1116,0,0.0513,0.1351,0,0,0.0006,0.0031,
0.33,0,0.007,0.001,0.0034,0.0069,1.4907,6.3203,1.1514,0.3674,4.7195,0,0,0.2463,0,0.0011,0.7261,0.026,1.3584,0.1201,0,0.0996,0,0.1491,0.0037,0.3719,0,0.8246,0.6071,0,0.1546,0,0.0872,0,0.0063,0.054,0.0956,0.0536,0.2688,0,0.0045,0.1936,0.0148,0.1707,0.3675,0,0,0.0198,0.6655,0,0.3136,0.808,0,0,0.004,0.0223,
0.42,1.9755,0.0616,0.0083,0,0.0609,4.3597,13.9373,3.5652,1.8581,16.5251,0.3979,0,0.8468,0,0.0132,2.7002,0.6408,3.92,0.6916,0,0.368,0,2.9432,0,1.7197,0,3.1677,2.5797,0,0.6101,0,0.3385,0,0.0343,0.2673,0.4651,0.1538,1.4391,0,0.0299,0.7106,0.1265,0.6293,1.5838,0.2952,0,0.1216,2.6588,0,1.2557,3.235,0,0.0008,0.0158,0.105,
