Alpha:,1,Beta:,10,m:,0.6
SubCat,13,14,15,11,17,24,23,22,19,20,21,18,16,12,10,28,55,26,25,27,9,8,36,6,35,34,30,32,31,29,33,7,5,40,41,38,39,37,4,2,46,51,52,53,45,50,49,42,47,43,54,44,48,3,1,
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Area,1.485,0.372,0.731,0.443,0.404,0.334,0.967,0.866,1.198,2.343,0.775,2.459,0.167,1.262,0.672,0.452,0.728,0.288,1.284,0.746,0.246,0.58,0.325,0.371,0.77,1.689,0.534,0.891,1.389,0.204,0.391,0.701,1.132,0.155,0.428,0.43,0.017,2.11,0.359,1.021,0.11,0.407,0.121,1.133,0.266,0.686,0.544,2.243,0.25,0.588,1.082,0.773,0.701,0.152,0.108,
Time (hours),Q_13,Q_14,Q_15,Q_11,Q_17,Q_24,Q_23,Q_22,Q_19,Q_20,Q_21,Q_18,Q_16,Q_12,Q_10,Q_28,Q_55,Q_26,Q_25,Q_27,Q_9,Q_8,Q_36,Q_6,Q_35,Q_34,Q_30,Q_32,Q_31,Q_29,Q_33,Q_7,Q_5,Q_40,Q_41,Q_38,Q_39,Q_37,Q_4,Q_2,Q_46,Q_51,Q_52,Q_53,Q_45,Q_50,Q_49,Q_42,Q_47,Q_43,Q_54,Q_44,Q_48,Q_3,Q_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08,0,0,0,0,0,0.0002,0,0,0,0.0006,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17,0,0.0001,0,0,0.0001,0.3585,2.3093,0,0.0081,1.0591,0,0,0.0453,0,0,0.0465,0,0.3394,0.002,0,0.0115,0,0,0.0003,0.012,0,0.0798,0.0471,0,0.0168,0,0.0081,0,0.0002,0.0022,0.0038,0.0105,0.0039,0,0.0001,0.0331,0,0.0284,0.0318,0,0,0.0003,0.0661,0,0.0294,0.0861,0,0,0.0002,0.0017,
0.25,0.099,0.0053,0.0007,0,0.0052,2.5444,9.6789,1.3578,0.4217,8.1134,0,0,0.4206,0,0.0011,1.0861,0,2.3161,0.1211,0,0.1663,0,0.9511,0,0.488,0,1.3118,0.9415,0,0.2509,0,0.1377,0,0.008,0.0746,0.1312,0.0893,0.2678,0,0.0035,0.3284,0.0101,0.2907,0.5789,0,0,0.0163,1.0636,0,0.4977,1.3091,0,0,0.0062,0.0347,
0.33,3.1861,0.0663,0.0088,0,0.0651,4.9532,14.9239,5.1131,2.762,19.92,1.9563,0,1.0881,0,0.0139,3.92,0.8736,4.3923,1.0091,0,0.5158,0,3.7966,0.0051,2.5653,0,4.3731,3.6834,0,0.8492,0,0.4867,0,0.0524,0.4045,0.7001,0.1722,2.108,0,0.0364,0.888,0.2216,0.815,2.2836,0.5679,0,0.1615,3.7871,0,1.7845,4.511,0,0.0056,0.0258,0.1548,
0.42,6.7617,0.3693,0.0497,0.4201,0.3673,6.1529,17.2288,9.8941,7.1692,28.4543,11.8842,0.7574,1.7024,0.0705,0.0336,6.4237,4.6125,5.2748,3.2549,0.2457,1.2184,0,5.3,1.4543,5.8087,0.2002,6.8998,7.3318,0.1805,1.5868,1.4185,0.8407,0,0.1613,1.0716,1.7667,0.2138,6.2873,0,0.1484,1.381,0.8339,1.3381,4.9277,3.7187,0,0.5824,7.6752,0.2119,3.5171,8.5462,1.1227,1.0843,0,0.38,
