Alpha:,1,Beta:,10,m:,0.6
SubCat,13,14,15,11,17,24,23,22,19,20,21,18,16,12,10,28,55,26,25,27,9,8,36,6,35,34,30,32,31,29,33,7,5,40,41,38,39,37,4,2,46,51,52,53,45,50,49,42,47,43,54,44,48,3,1,
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Area,1.485,0.372,0.731,0.443,0.404,0.334,0.967,0.866,1.198,2.343,0.775,2.459,0.167,1.262,0.672,0.452,0.728,0.288,1.284,0.746,0.246,0.58,0.325,0.371,0.77,1.689,0.534,0.891,1.389,0.204,0.391,0.701,1.132,0.155,0.428,0.43,0.017,2.11,0.359,1.021,0.11,0.407,0.121,1.133,0.266,0.686,0.544,2.243,0.25,0.588,1.082,0.773,0.701,0.152,0.108,
Time (hours),Q_13,Q_14,Q_15,Q_11,Q_17,Q_24,Q_23,Q_22,Q_19,Q_20,Q_21,Q_18,Q_16,Q_12,Q_10,Q_28,Q_55,Q_26,Q_25,Q_27,Q_9,Q_8,Q_36,Q_6,Q_35,Q_34,Q_30,Q_32,Q_31,Q_29,Q_33,Q_7,Q_5,Q_40,Q_41,Q_38,Q_39,Q_37,Q_4,Q_2,Q_46,Q_51,Q_52,Q_53,Q_45,Q_50,Q_49,Q_42,Q_47,Q_43,Q_54,Q_44,Q_48,Q_3,Q_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17,0,0,0,0,0,0.0235,0,0.016,0.0004,0.0699,0,0,0.0027,0,0,0.0023,0,0.0227,0.0001,0,0.0006,0,0,0,0.0006,0,0.0042,0.0023,0,0.0009,0,0.0004,0,0,0.0001,0.0002,0.0006,0.0002,0,0,0.0019,0,0.0016,0.0016,0,0,0,0.0035,0,0.0015,0.0045,0,0,0,0.0001,
0.25,0,0.0006,0.0001,0.0003,0.0006,0.6757,3.7156,0.2042,0.0503,2.0102,0,0,0.0953,0,0.0001,0.1728,0,0.6287,0.0137,0,0.0304,0,0,0.0018,0.0625,0,0.2342,0.1496,0,0.0453,0,0.0244,0,0.001,0.0098,0.0172,0.0221,0.0307,0,0.0004,0.0698,0,0.0612,0.095,0,0,0.0019,0.1882,0,0.0862,0.2332,0,0,0.0009,0.0053,
0.33,0.5342,0.0129,0.0017,0,0.0127,2.7969,10.1619,1.9306,0.7265,9.3539,0,0,0.4882,0,0.0026,1.445,0.0541,2.5333,0.2336,0,0.2046,0,1.3833,0,0.7527,0,1.655,1.2581,0,0.3168,0,0.1764,0,0.0131,0.1125,0.1981,0.0991,0.5133,0,0.008,0.3908,0.0335,0.3458,0.7656,0.0125,0,0.036,1.3616,0,0.6418,1.6622,0,0,0.0085,0.0475,
0.42,3.975,0.1167,0.0156,0,0.1153,6.1857,17.4795,5.8544,3.5547,24.3853,3.393,0,1.3461,0,0.0251,4.7408,1.5685,5.3467,1.3717,0,0.6459,0,4.6168,0.1465,3.2073,0,5.2695,4.6051,0,1.0571,0,0.6013,0,0.0695,0.5215,0.8958,0.2095,2.7971,0,0.0559,1.1115,0.3024,1.019,2.8879,0.9433,0,0.2327,4.7227,0,2.2178,5.6303,0.0146,0.1916,0.011,0.2016,
