Alpha:,1,Beta:,10,m:,0.6
SubCat,13,14,15,11,17,24,23,22,19,20,21,18,16,12,10,28,55,26,25,27,9,8,36,6,35,34,30,32,31,29,33,7,5,40,41,38,39,37,4,2,46,51,52,53,45,50,49,42,47,43,54,44,48,3,1,
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Area,1.485,0.372,0.731,0.443,0.404,0.334,0.967,0.866,1.198,2.343,0.775,2.459,0.167,1.262,0.672,0.452,0.728,0.288,1.284,0.746,0.246,0.58,0.325,0.371,0.77,1.689,0.534,0.891,1.389,0.204,0.391,0.701,1.132,0.155,0.428,0.43,0.017,2.11,0.359,1.021,0.11,0.407,0.121,1.133,0.266,0.686,0.544,2.243,0.25,0.588,1.082,0.773,0.701,0.152,0.108,
Time (hours),Q_13,Q_14,Q_15,Q_11,Q_17,Q_24,Q_23,Q_22,Q_19,Q_20,Q_21,Q_18,Q_16,Q_12,Q_10,Q_28,Q_55,Q_26,Q_25,Q_27,Q_9,Q_8,Q_36,Q_6,Q_35,Q_34,Q_30,Q_32,Q_31,Q_29,Q_33,Q_7,Q_5,Q_40,Q_41,Q_38,Q_39,Q_37,Q_4,Q_2,Q_46,Q_51,Q_52,Q_53,Q_45,Q_50,Q_49,Q_42,Q_47,Q_43,Q_54,Q_44,Q_48,Q_3,Q_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17,0,0,0,0,0,0.1016,0.5621,0.0075,0.002,0.3002,0,0,0.0125,0,0,0.0119,0,0.0968,0.0005,0,0.003,0,0,0.0001,0.003,0,0.0208,0.012,0,0.0044,0,0.0021,0,0,0.0005,0.0009,0.0028,0.001,0,0,0.0088,0,0.0076,0.0081,0,0,0.0001,0.0173,0,0.0076,0.0223,0,0,0,0.0004,
0.25,0,0.0016,0.0002,0.0008,0.0016,1.1453,5.4519,0.5352,0.1342,3.4784,0,0,0.1727,0,0.0002,0.3904,0,1.0551,0.0376,0,0.0618,0,0,0.0048,0.1595,0,0.4896,0.3297,0,0.0929,0,0.0512,0,0.0025,0.0242,0.0427,0.0394,0.0845,0,0.0011,0.13,0,0.1145,0.2048,0,0,0.0052,0.3917,0,0.1817,0.4808,0,0,0.0021,0.0118,
0.33,1.2855,0.0258,0.0035,0,0.0253,3.5291,11.8097,2.8368,1.2385,12.8091,0,0,0.6651,0,0.0053,2.112,0.209,3.1712,0.4227,0,0.2898,0,2.2144,0,1.2171,0,2.3888,1.9065,0,0.4626,0,0.2586,0,0.0224,0.184,0.3227,0.125,0.9116,0,0.0152,0.5403,0.0735,0.4828,1.1617,0.1001,0,0.0677,2.0068,0,0.9482,2.44,0,0,0.0128,0.0744,
0.42,4.7267,0.1819,0.0243,0,0.1802,5.7704,16.3894,7.0693,4.5279,24.3867,5.7046,0,1.395,0,0.04,5.1871,2.4444,4.9988,1.8538,0,0.7474,0,4.6775,0.4666,3.9143,0,5.634,5.2769,0,1.1766,0.3263,0.6573,0,0.0922,0.6596,1.1195,0.1981,3.6955,0,0.08,1.1398,0.4371,1.0684,3.3691,1.5616,0,0.3226,5.3949,0,2.5199,6.2874,0.2648,0.4328,0,0.2445,
