Alpha:,1,Beta:,10,m:,0.6
SubCat,13,14,15,11,17,24,23,22,19,20,21,18,16,12,10,28,55,26,25,27,9,8,36,6,35,34,30,32,31,29,33,7,5,40,41,38,39,37,4,2,46,51,52,53,45,50,49,42,47,43,54,44,48,3,1,
Frac Urbanized,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Area,1.485,0.372,0.731,0.443,0.404,0.334,0.967,0.866,1.198,2.343,0.775,2.459,0.167,1.262,0.672,0.452,0.728,0.288,1.284,0.746,0.246,0.58,0.325,0.371,0.77,1.689,0.534,0.891,1.389,0.204,0.391,0.701,1.132,0.155,0.428,0.43,0.017,2.11,0.359,1.021,0.11,0.407,0.121,1.133,0.266,0.686,0.544,2.243,0.25,0.588,1.082,0.773,0.701,0.152,0.108,
Time (hours),Q_13,Q_14,Q_15,Q_11,Q_17,Q_24,Q_23,Q_22,Q_19,Q_20,Q_21,Q_18,Q_16,Q_12,Q_10,Q_28,Q_55,Q_26,Q_25,Q_27,Q_9,Q_8,Q_36,Q_6,Q_35,Q_34,Q_30,Q_32,Q_31,Q_29,Q_33,Q_7,Q_5,Q_40,Q_41,Q_38,Q_39,Q_37,Q_4,Q_2,Q_46,Q_51,Q_52,Q_53,Q_45,Q_50,Q_49,Q_42,Q_47,Q_43,Q_54,Q_44,Q_48,Q_3,Q_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.08,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0.17,0,0,0,0,0,0.0467,0.0623,0.0275,0.0009,0.1379,0,0,0.0058,0,0,0.0055,0,0.0444,0.0002,0,0.0014,0,0,0,0.0014,0,0.0096,0.0055,0,0.002,0,0.001,0,0,0.0002,0.0004,0.0013,0.0004,0,0,0.004,0,0.0035,0.0037,0,0,0,0.008,0,0.0035,0.0103,0,0,0,0.0002,
0.25,0,0.0006,0.0001,0.0003,0.0006,0.3949,2.1945,0.2746,0.0477,1.1743,0,0,0.0589,0,0.0001,0.1378,0,0.3643,0.0133,0,0.0209,0,0,0.0017,0.0562,0,0.1689,0.1106,0,0.0313,0,0.018,0,0.0009,0.0083,0.0147,0.0134,0.0306,0,0.0004,0.0418,0.0001,0.0376,0.0686,0,0,0.0019,0.1344,0,0.0622,0.1612,0,0,0.0008,0.0039,
0.33,0,0.0073,0.001,0.0035,0.0071,1.0836,4.6334,1.1688,0.3452,3.458,0,0,0.1882,0,0.0011,0.6162,0.04,0.9793,0.1168,0,0.0787,0,0,0.0198,0.3354,0,0.6747,0.5065,0,0.1251,0,0.0721,0,0.0058,0.0479,0.0849,0.0398,0.2615,0,0.0045,0.1452,0.017,0.1308,0.3041,0.0037,0,0.0199,0.5451,0,0.258,0.6548,0,0,0.0034,0.0187,
0.42,0.5268,0.041,0.0055,0,0.0406,1.4574,5.2521,2.5347,1.0049,5.2804,0.2861,0,0.3072,0,0.0088,1.2261,0.4231,1.293,0.3928,0,0.1338,0,0.7682,0.0207,0.8683,0,1.2691,1.1066,0,0.247,0,0.1451,0,0.0175,0.1292,0.2257,0.0534,0.8208,0,0.019,0.2486,0.0742,0.2277,0.6669,0.1507,0,0.0746,1.1082,0,0.5278,1.3101,0,0,0.0068,0.0445,
