! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,3.8755,3.8648,2.2429,2.1947,1.4881,4.9354,1.7718,2.3178,4.7427,7.0819
0.1667,5.4278,11.4552,8.1257,2.2,2.6925,6.4556,3.8969,4.5981,2.9655,6.2308
0.25,14.7419,11.1662,11.3482,2.9334,2.9923,4.1753,5.6741,4.9728,5.7544,1.1348
0.3333,4.657,5.0424,12.5633,5.1334,5.0853,8.7306,8.5058,10.9627,5.8347,1.9806
0.4167,6.9802,3.8594,4.641,11.0002,12.2635,7.5904,10.2829,10.0367,3.9023,1.9806
0.5,4.657,3.4259,4.1003,11.7336,12.5579,9.1106,12.408,7.1408,6.188,7.3656
0.5833,4.657,4.1592,4.3626,8.8002,7.478,6.0755,4.9621,6.0862,9.207,11.3267
0.6667,2.3285,4.839,3.8969,6.6001,5.6794,2.2803,4.2556,5.1495,8.9233,9.6299
0.75,6.204,5.7169,2.2482,2.9334,3.292,4.1753,1.7718,2.2643,6.0113,6.7982
0.8333,0,0,0,0,0,0,0,0,0,0
