! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.5,6.0377,3.8449,2.5533,8.8313,2.0726,23.7303,4.0251,34.3638,17.6025,9.6723
1.0,11.4746,18.1431,4.8362,8.1103,8.0503,64.1919,16.6112,17.1819,28.0558,12.1054
1.5,8.7712,17.4523,6.1879,9.0716,13.2169,20.4261,26.1033,24.7816,42.4141,11.6549
2.0,8.7712,27.5151,5.2267,8.1704,17.1218,7.6598,14.869,2.8536,12.8564,13.2169
2.5,12.1355,25.082,7.9602,6.8187,20.3359,3.2742,15.5598,0.0,23.9706,7.5997
3.0,9.4621,31.4802,6.4282,7.7499,23.1896,1.0814,11.2644,0.0,0.6308,8.4708
3.5,9.4621,16.1907,8.5008,8.5609,13.7575,0.3605,23.2497,0.0,0.0,6.8788
4.0,18.2333,19.5549,8.9815,8.4408,5.0164,2.9137,15.6199,0.0,0.0,7.5997
4.5,25.6527,8.8012,11.4446,9.7925,8.7411,8.3807,17.9629,0.0,0.7209,9.432
5.0,10.1229,8.8313,12.9465,9.0415,11.3845,21.5074,13.3971,1.8924,0.6909,8.591
5.5,6.7586,8.0803,15.9804,9.402,2.7635,15.68,16.4009,7.6297,3.905,11.0541
6.0,8.1103,4.0552,17.212,9.8225,3.5145,8.7411,13.6374,35.295,0.2703,10.183
6.5,6.7586,1.6821,19.3747,10.3031,7.2092,12.0153,5.9476,6.6685,0.0,9.7024
7.0,27.0044,4.4457,27.455,13.6074,4.6559,13.4872,5.3168,13.337,0.0,10.7237
7.5,42.5343,5.4369,41.9936,15.2294,1.8924,7.2993,6.3381,24.7816,5.6172,8.3206
8.0,13.4872,3.3943,39.8308,16.3108,1.3517,3.2742,9.1617,34.3338,0.03,9.3119
8.5,7.4195,9.7625,10.994,21.4173,2.7335,2.5533,10.7838,21.928,0.0,11.3545
9.0,7.4195,9.0716,7.2993,22.1983,1.8924,1.8323,12.4058,16.2207,17.4823,14.1781
9.5,6.7586,17.1519,6.7887,18.804,33.733,12.0153,11.2043,10.4834,41.4829,25.4425
10.0,4.716,13.9077,6.6685,16.3709,61.3983,17.1218,8.6811,16.2207,51.6959,27.425
10.5,12.8264,5.467,6.9689,9.7625,24.271,16.4009,10.2431,6.6685,36.4665,18.804
11.0,18.2333,13.8176,8.9214,22.6189,16.0705,15.68,13.1868,7.6297,16.491,22.5588
11.5,10.8138,17.3922,8.2605,16.7614,11.9552,14.5686,14.1781,7.6297,0.0,14.0579
12.0,7.4195,9.8225,7.5697,13.1868,4.0552,6.1879,4.2354,10.4834,0.0,12.0454
12.5,0,0,0,0,0,0,0,0,0,0
