! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,7.1952,1.9219,2.5946,1.1291,0.6967,2.4024,4.1321,4.4805,7.1952,5.2613
0.1667,7.5676,1.9099,6.3063,1.7778,1.3934,5.5015,2.7628,4.5045,5.1411,8.9489
0.25,8.7567,7.6276,9.8979,0.9489,2.0661,2.7507,5.1772,5.7057,4.1201,7.3634
0.3333,19.039,6.6787,7.5555,1.0571,2.0661,3.4474,3.1111,7.039,5.1291,2.6306
0.4167,12.0721,2.8589,6.9309,11.3634,2.7628,5.1652,10.3543,5.3333,4.1081,0.5285
0.5,3.1111,8.5766,6.6186,11.3634,2.0661,5.8498,4.8288,4.4084,5.1291,8.4324
0.5833,3.1832,8.5766,6.6186,3.4114,9.6697,3.4474,6.2102,6.1021,4.1081,8.961
0.6667,1.7538,5.7177,11.8919,1.8979,10.3543,6.5345,4.1441,6.5706,2.0541,6.3183
0.75,1.9219,8.5766,9.7177,15.1591,8.973,12.7327,5.5255,7.3153,3.0751,1.0571
0.8333,2.7027,15.2552,5.5015,9.8498,7.5916,7.9159,6.5586,5.6577,5.1291,1.0571
0.9167,1.1892,3.8078,5.045,8.3363,4.8288,4.4685,4.4925,4.8048,2.0541,0.5285
1.0,0.0,1.9099,6.1021,4.5525,3.4474,3.0991,4.1441,5.0811,1.021,0.5285
1.0833,0.5886,0.9489,6.4985,6.0661,5.5255,11.6997,6.9069,5.3453,1.021,1.0571
1.1667,1.2733,2.8589,5.3574,4.5525,2.7628,5.8498,4.1441,6.5225,1.021,1.0571
1.25,0.7327,0.9489,4.8649,3.4114,4.1441,5.8498,4.1441,6.4384,4.1081,1.5856
1.3333,0.5405,2.8589,3.051,2.3904,2.7628,4.1321,3.4474,5.7778,5.1291,0.5285
1.4167,0.3243,2.8589,0.3243,1.021,2.7628,3.4474,6.2102,4.4444,8.2162,0.5285
1.5,0.0,5.7177,0.0,1.8979,4.8288,2.4144,6.9069,2.7147,10.2703,1.5856
1.5833,2.5105,4.7688,0.0,3.4114,6.2102,0.6847,8.2883,4.8408,16.4324,3.6877
1.6667,6.2703,6.6787,0.3604,3.2913,8.973,11.6997,6.2102,3.1111,9.2372,5.7898
1.75,7.6997,2.8589,2.3664,1.6336,5.5255,3.4474,4.8288,3.1832,3.0751,12.1201
1.8333,6.0781,9.5375,6.1982,4.9249,3.4474,2.7507,4.1441,3.3273,4.1081,12.6486
1.9167,11.3994,2.8589,5.3814,9.8498,8.2883,2.4144,2.4144,3.2553,4.1081,13.1652
2.0,14.2102,3.8078,0.9369,6.8228,8.973,2.4144,1.033,4.1562,5.1291,14.7507
2.0833,0,0,0,0,0,0,0,0,0,0
