! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
1.0,1.7897,8.0885,19.7099,13.9457,3.9048,8.2396,4.4278,10.8312,9.1925,7.4261
2.0,4.0907,8.8323,4.1721,12.4001,3.8002,3.2889,14.8057,3.0797,5.4504,2.824
3.0,0.4765,12.0514,3.8583,0.3254,4.5556,8.2163,7.5307,4.9275,4.7764,0.8832
4.0,1.9756,9.762,5.4853,3.2308,3.0448,8.7161,4.1953,6.6475,3.8234,3.1378
5.0,3.0681,10.5639,10.6568,1.4411,6.752,1.5689,3.3353,15.7819,4.1024,5.1018
6.0,3.5445,4.1488,1.6619,0.0,9.9247,5.1134,0.86,8.4953,0.1976,4.0559
7.0,2.8124,3.1959,4.4626,0.9413,4.9042,9.8085,7.5307,1.8478,0.7903,4.021
8.0,2.2313,2.6729,4.8926,0.6508,2.58,4.5905,1.3597,0.2092,0.0,3.0797
9.0,6.9496,3.3586,1.7432,0.0,2.4521,1.3829,1.7316,0.6043,19.001,4.0675
10.0,8.7044,0.9181,2.8124,3.7653,2.1732,1.5689,0.6159,0.0813,5.3691,3.3121
11.0,1.3016,2.3708,6.6242,17.5019,7.4842,0.8832,0.9878,4.4394,1.1738,5.834
12.0,0.9646,3.591,2.3127,8.4488,3.254,3.2191,7.8909,2.1267,0.0,3.2656
13.0,0.3486,6.6358,9.4715,5.4853,4.6253,3.4516,2.8356,2.0337,0.0,4.7067
14.0,1.8943,4.3464,1.0227,2.8472,3.7189,6.508,6.171,3.2889,0.0,3.0332
15.0,4.788,3.1378,1.4527,2.15,2.0686,3.9048,5.7991,2.6381,0.0,4.0326
16.0,12.5628,3.6956,2.9867,4.7183,4.8578,2.8472,3.6956,3.0099,0.0,3.6607
17.0,6.3569,7.9374,3.928,1.2319,3.254,1.3248,5.7991,2.3243,9.7155,3.4748
18.0,7.8445,4.0094,1.0924,1.4759,5.3226,0.0,6.2872,3.5562,4.0094,3.8118
19.0,16.944,1.8246,4.021,1.6967,6.3104,0.5694,0.0,1.3365,19.6286,7.7515
20.0,3.0681,1.1389,0.8251,0.4881,6.2175,2.5451,0.1278,1.3713,11.482,2.5916
21.0,5.1483,2.2313,0.8367,4.4742,9.4715,8.0188,5.4272,5.7526,3.1262,4.0559
22.0,7.1937,2.5567,1.1273,2.6962,5.8456,10.622,9.1344,9.1809,0.0,7.8793
23.0,5.4388,3.2424,8.0304,11.7028,5.0321,12.1444,9.0066,14.8987,5.218,8.9717
24.0,6.7172,5.9037,13.0276,14.5965,4.6602,7.6818,6.6591,7.7515,9.1577,15.2357
25.0,0,0,0,0,0,0,0,0,0,0
