! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.5,9.6953,26.0045,54.3389,15.0315,5.4865,12.1567,8.6807,12.0816,8.4552,15.0503
1.0,5.8811,52.9673,28.8605,11.95,2.9875,11.9313,8.4552,9.282,4.7349,0.8831
1.5,5.5429,1.9917,11.4803,8.6431,2.7996,13.6411,2.856,12.0816,4.0397,4.8664
2.0,6.8018,0.0,2.4802,12.7204,5.2798,11.0482,9.0565,9.3007,6.1629,5.3174
2.5,6.2569,0.0,1.8601,13.9041,20.8374,9.6765,8.9813,12.1004,9.0753,1.334
3.0,6.8205,1.9917,0.3194,16.4407,27.4137,7.1775,16.3843,9.3007,5.4113,8.8686
3.5,9.3571,12.9835,0.9395,5.2422,10.9542,9.8832,5.6932,17.6808,2.6117,27.0379
4.0,8.1358,0.9958,5.5992,7.2903,5.7308,13.9605,12.4761,5.5804,9.5638,7.5345
4.5,4.6973,12.9835,17.399,9.282,4.1149,13.378,13.1714,1.8601,12.7392,2.6681
5.0,6.426,4.998,14.5993,6.0502,4.7913,11.6306,11.3864,1.8601,13.1714,11.9688
5.5,21.7769,4.0021,6.8393,7.76,6.9709,12.7956,6.0878,4.6598,12.9647,6.6514
6.0,17.6432,13.9981,9.9396,4.5282,9.996,13.0774,4.0397,3.7203,8.1922,10.6348
6.5,17.8687,0.0,12.1192,13.3968,9.2068,6.1065,14.2987,16.7413,25.3093,22.6036
7.0,20.8562,0.0,8.0794,10.3154,7.497,6.1065,12.9271,13.021,25.516,25.2529
7.5,14.9939,8.0043,3.4197,9.639,10.5033,11.6118,15.8394,23.2613,12.044,19.5034
8.0,10.5784,27.9774,2.4802,5.6368,36.4326,7.854,12.758,15.8207,10.259,6.6514
8.5,7.1024,13.9981,1.8601,18.8645,11.2548,9.0189,12.8144,11.1609,8.1546,7.0836
9.0,7.4594,4.998,5.2798,11.1985,5.6368,6.8393,11.9876,8.3801,9.4886,3.9833
9.5,0,0,0,0,0,0,0,0,0,0
