! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.5,23.101,18.8822,18.7183,14.991,20.8892,26.9511,19.4965,13.9261,31.8252,16.6294
1.0,15.3597,20.4796,17.6124,17.9401,21.2168,16.3427,12.2058,13.7623,39.4436,14.7043
1.5,17.6124,43.2938,27.5245,12.4925,17.6943,17.9811,13.3936,15.9331,27.3607,12.9431
2.0,34.119,35.8392,12.1239,13.5165,20.4386,24.4526,15.8512,14.7043,11.2228,23.101
2.5,35.2249,65.6165,49.5606,22.9371,34.6105,22.4456,20.7253,15.3187,11.5095,16.9571
3.0,13.2298,13.8032,26.4186,13.2298,55.8273,23.3057,23.1419,15.9741,20.6024,21.7903
3.5,12.1239,8.8881,26.4186,7.6184,45.9971,22.077,21.9541,16.7932,7.6594,10.977
4.0,12.1239,2.7443,15.4006,14.9501,19.046,27.9341,20.7253,22.1589,1.7612,21.8312
4.5,11.018,5.7343,13.2298,16.998,16.3017,37.3957,10.977,24.7803,11.8372,22.6504
5.0,78.191,13.1479,15.4006,21.4626,27.8932,20.6024,35.3477,26.5825,11.6324,25.1489
5.5,37.4366,33.4636,14.2947,34.8972,28.7124,33.9142,19.4965,34.8562,3.6454,22.5685
6.0,20.9301,32.3987,23.1419,42.8433,10.2398,16.7113,19.4965,36.126,1.9251,21.012
6.5,11.018,29.7363,29.7363,63.2819,18.063,17.8172,46.3248,30.5965,4.4645,34.3647
7.0,11.018,11.9601,28.6304,36.7813,20.4386,16.7523,21.9541,26.6644,2.7033,13.1069
7.5,12.1239,11.4276,19.8242,5.5295,13.3527,18.7183,38.9931,15.8512,36.9042,31.088
8.0,6.5944,28.9581,16.5065,16.5475,15.3187,22.077,25.5995,36.8223,84.7445,38.051
8.5,22.036,11.9601,25.3127,46.2019,14.1309,7.1269,15.8512,27.3197,65.3298,17.3257
9.0,36.3308,21.2578,29.7363,7.3726,9.4206,36.9861,28.057,21.4216,35.0201,45.3418
9.5,0,0,0,0,0,0,0,0,0,0
