! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,6.1172,12.4211,1.9816,8.6015,2.3335,3.8269,3.712,4.6238,6.0311,4.6238
0.1667,5.9665,13.0817,6.9932,7.7399,4.3582,5.4639,8.6661,8.6445,11.1359,4.6166
0.25,10.181,10.0661,9.2117,6.8783,5.8157,2.4627,3.0945,6.627,5.5572,5.1264
0.3333,8.5943,12.414,8.9748,6.4475,4.3582,3.8197,8.0486,9.1471,0.359,5.1264
0.4167,6.3326,4.3582,11.4375,6.0167,0.2872,4.911,5.5716,6.347,0.4739,7.1798
0.5,4.473,2.3478,7.1368,5.5859,14.8264,13.6489,5.5716,4.5018,2.3047,5.1264
0.5833,9.6282,1.3426,11.2724,5.5859,11.337,12.8304,1.8596,6.0239,3.5971,2.5632
0.6667,9.5061,1.3426,6.5337,5.5859,13.0817,9.0107,4.3294,4.911,1.8093,3.5899
0.75,2.1181,2.0104,2.1683,5.1623,7.8476,4.0925,1.0411,4.2002,6.9429,5.6434
0.8333,2.8289,3.6904,2.6422,5.1623,3.195,4.0925,13.814,5.2341,8.465,12.8232
0.9167,3.7981,4.6956,2.5488,4.7315,2.3263,5.1839,9.901,5.8731,13.4407,11.2795
1.0,2.2545,4.0279,0.8975,4.3007,2.0319,2.4555,6.189,5.6649,11.6816,4.0997
1.0833,0,0,0,0,0,0,0,0,0,0
