! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,1.3464,1.6534,1.2674,1.5876,0.0,1.7235,2.7366,4.0304,1.1973,1.5788
0.1667,3.1357,4.2102,2.1139,3.7014,1.4911,0.864,2.5436,2.6884,1.228,1.0525
0.25,2.6884,4.7891,3.7935,3.1752,2.9866,0.864,3.0611,2.241,1.2806,0.8771
0.3333,4.9206,4.7364,3.3725,2.1139,5.982,1.2938,2.2981,1.7937,1.4692,2.4559
0.4167,8.0563,4.6487,5.903,5.2846,2.991,2.1489,2.2191,3.1313,1.6183,1.9297
0.5,4.026,4.0961,5.482,2.6401,1.9954,1.2894,1.0438,1.342,1.3508,2.2805
0.5833,1.7893,1.535,2.9515,2.1139,0.5,3.0085,2.0174,1.342,0.7412,1.9297
0.6667,0.8947,5.9206,3.3725,3.6971,1.9954,1.7192,2.7717,1.342,0.5394,1.5788
0.75,1.342,4.0304,2.1095,2.6401,2.991,3.8681,3.9251,2.2367,1.8244,2.2805
0.8333,1.342,1.4999,1.2631,1.0569,3.9865,2.5787,1.2718,3.1313,2.1533,2.9822
0.9167,1.342,1.0832,1.6885,2.6401,2.991,3.8681,2.2893,3.1313,0.9341,2.8068
1.0,2.684,0.7543,0.842,2.6401,4.982,2.5787,2.1051,3.1313,3.0524,2.8068
1.0833,2.684,0.7543,2.1095,1.5832,1.4955,3.4383,1.513,1.7893,5.7758,4.561
1.1667,2.684,0.7543,1.2631,1.0569,2.991,2.5787,2.2981,1.342,3.3155,5.2627
1.25,0.4473,0.9692,2.1095,1.0569,0.9955,3.0085,2.7059,1.7893,3.2366,3.1576
1.3333,1.342,0.9561,2.5305,2.1139,1.9954,2.5787,1.9384,2.684,4.1356,1.7542
1.4167,0.8947,0.7324,0.421,2.1139,2.491,3.8681,3.0392,3.5786,7.1661,2.2805
1.5,2.2367,0.7324,1.2631,2.6401,0.9955,2.5787,4.0786,3.1313,2.8375,2.2805
1.5833,0,0,0,0,0,0,0,0,0,0
