! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,1.6235,10.3499,11.9057,7.1198,4.2955,3.5007,10.6881,12.7344,1.1331,4.7183
0.1667,1.0654,9.8594,9.1322,9.7749,20.2262,4.3632,11.6352,21.224,0.0,3.6022
0.25,7.1367,12.1594,12.5822,4.4308,29.3247,4.3463,8.4896,14.5101,2.2662,4.4985
0.3333,16.066,11.2124,8.7264,3.9911,15.1697,2.6044,8.0837,4.4308,12.4807,8.608
0.4167,11.483,6.2404,6.1896,3.5514,5.0566,1.7419,7.6609,4.4308,6.8154,3.2808
0.5,17.588,5.7161,8.2867,4.4308,2.0294,6.0882,6.0543,2.0125,7.9484,3.1625
0.5833,16.1675,6.9845,6.7477,8.4389,2.5198,5.2088,5.1242,1.2853,4.5323,1.336
0.6667,14.8653,4.1772,5.7838,12.43,13.6476,14.7807,4.4308,0.761,5.6823,2.875
0.75,7.3227,1.7757,7.1874,21.7483,3.0272,4.3463,1.1838,1.8772,0.0,5.7668
0.8333,2.1985,1.1669,8.0837,24.86,2.0294,11.2969,6.511,2.1816,4.5323,6.5955
0.9167,7.0521,0.7272,7.7793,17.3174,4.0419,6.9507,8.0499,1.3022,11.3477,4.3125
1.0,5.6316,0.4228,6.2742,3.5514,1.0147,11.2969,9.3014,7.0352,6.8154,4.025
1.0833,4.397,0.2368,9.8087,1.336,1.0147,18.2645,10.0116,10.7896,0.0,3.7205
1.1667,2.5029,0.5581,8.4727,1.9956,0.0,15.6432,7.1367,10.7896,17.03,1.6066
1.25,3.247,6.1051,7.5933,2.6551,0.0,14.7807,5.4624,10.7896,10.2146,3.0103
1.3333,11.1785,7.1536,6.6632,1.5559,1.0147,11.2969,4.9382,10.519,3.3992,11.0263
1.4167,6.4771,7.5595,5.1411,1.6235,9.0984,3.4838,5.6485,14.9498,5.6823,16.3535
1.5,2.8242,9.2168,2.672,2.8242,9.0984,1.3022,7.069,13.4109,19.2961,13.4447
1.5833,5.0735,12.4807,2.2662,2.6551,3.3654,1.3022,6.6632,13.4109,5.6823,11.3984
1.6667,6.2235,17.588,4.0419,6.2065,4.7183,5.2088,5.0227,6.5279,6.8154,13.1065
1.75,5.2595,14.0535,5.3102,9.758,10.1131,8.6925,7.9653,1.911,4.5323,9.6903
1.8333,7.458,9.8764,5.6146,3.9911,14.155,7.8301,8.4558,0.9978,12.4807,5.919
1.9167,4.0588,10.0793,6.2742,3.5514,8.0837,1.7419,5.919,0.761,9.0815,15.0344
2.0,2.2154,3.4161,6.5786,9.3183,6.0713,3.0441,7.6102,0.4735,11.3477,12.0241
2.0833,0,0,0,0,0,0,0,0,0,0
