! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,6.3059,29.3633,6.4429,6.3196,4.7842,12.0771,6.8542,19.5619,5.0584,4.0028
4.0,15.7098,4.935,6.6897,14.2293,7.3203,6.8953,2.6868,3.0021,7.9783,3.5779
6.0,19.8634,4.4415,4.8939,16.3541,5.593,0.891,4.7979,13.7632,15.984,10.9804
8.0,1.412,10.4732,8.1565,2.632,13.0367,2.7965,4.0988,3.1803,17.8483,4.9076
10.0,1.0693,3.6053,11.7207,7.9097,7.3203,5.2503,9.3217,0.0,2.0151,2.1933
12.0,11.2272,5.1681,7.5533,12.1319,9.3217,7.1832,5.2777,0.0,1.6861,2.1248
14.0,7.9646,12.6391,21.5907,4.2222,3.8658,9.9934,4.702,0.0411,0.4798,5.6753
16.0,4.3456,6.909,9.7878,2.632,8.1154,7.4299,12.0634,1.316,0.425,4.4278
18.0,0.4113,5.3326,5.7986,2.632,8.1154,12.269,4.935,1.5079,4.2496,3.7972
20.0,8.1839,0.5483,3.8658,1.5902,4.7979,2.9062,2.1659,4.0714,4.0166,9.3217
22.0,6.5252,3.0296,10.1168,2.1111,7.992,10.8296,30.885,19.6578,5.9906,5.0173
24.0,7.6082,0.0,8.2799,12.1182,8.9104,7.8549,12.3375,3.1529,3.7424,3.4545
26.0,9.0749,3.7835,6.7582,6.3333,11.844,6.5389,5.5382,8.7734,8.0194,6.9364
28.0,14.9558,6.2784,4.8939,7.3751,7.3203,7.5944,12.269,11.0764,8.6637,11.4602
30.0,5.9769,2.3441,2.7417,10.5417,7.5807,6.2647,0.3427,6.9639,15.4631,15.5864
32.0,8.5129,4.0714,6.9776,6.3333,4.7979,7.2929,0.754,14.9421,4.6197,12.1045
34.0,4.373,19.4248,5.2092,10.5417,5.7164,12.3101,13.0504,19.6304,11.6795,9.3354
36.0,3.5642,14.7365,5.6067,11.0764,10.6514,10.7062,5.0036,6.4429,19.1643,22.1802
38.0,0,0,0,0,0,0,0,0,0,0
