! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,6.741,3.3343,6.2876,4.6549,2.3685,2.5558,6.2219,3.837,1.0479,0.6899
0.1667,4.6352,5.9033,5.5912,2.7397,1.0151,3.6497,3.2358,5.5452,1.3502,1.383
0.25,7.1582,3.8501,4.8915,1.9316,2.3718,4.379,2.7365,1.7049,1.6163,3.111
0.3333,2.5262,3.5939,3.4953,1.383,2.3718,0.7293,2.7365,0.8541,1.9842,1.7279
0.4167,2.5262,3.3376,2.7956,2.178,4.0636,0.3646,1.245,0.4271,2.7365,1.383
0.5,0.0,2.0532,1.3994,4.2115,2.3718,1.8265,2.2404,2.5591,3.0945,2.0762
0.5833,0.0,1.2845,1.7477,2.8449,3.7253,4.379,1.9908,4.2673,1.8035,2.766
0.6667,0.0,0.6406,1.0479,2.2043,2.3718,1.8265,1.4947,4.2673,2.3521,1.0381
0.75,0.0,0.8968,1.3994,2.9861,3.0485,2.9204,2.2404,3.8402,4.5892,3.4592
0.8333,0.0,1.7969,0.5256,3.2161,3.7253,1.4586,3.7318,3.4132,7.4374,5.1871
0.9167,7.1582,1.7969,1.5735,1.971,4.7404,5.8408,3.2358,1.2812,3.4099,6.2252
1.0,2.1057,4.3626,2.0959,2.5295,0.6767,2.9204,1.7411,0.8541,1.429,3.8041
1.0833,0,0,0,0,0,0,0,0,0,0
