! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,5.2709,1.6992,3.5451,2.4789,2.8454,3.5584,2.6655,2.4256,4.8711,2.199
0.5,3.1119,4.8844,4.7245,0.5931,3.3585,3.0253,1.5993,3.3318,3.4051,2.1923
0.75,2.8987,13.4272,1.9724,6.6503,3.2252,3.1985,1.0662,5.8507,2.852,1.3127
1.0,1.546,15.1331,2.7587,9.4824,5.6841,2.7521,2.1324,3.3118,3.0519,3.9449
1.25,1.6592,1.9524,9.4624,6.1839,5.8107,3.2852,4.2647,2.9587,2.0257,3.5051
1.5,3.6717,0.0,13.4072,4.7512,4.9044,2.0457,2.1324,3.4651,5.7174,1.3127
1.75,2.0791,0.0,7.0968,3.4984,1.4194,3.2852,4.7978,3.3318,5.8573,1.3127
2.0,2.0791,0.2466,1.9724,3.4984,2.1923,6.9302,12.2611,3.8982,6.2238,0.4398
2.25,1.6659,0.4864,0.3932,3.3651,2.4522,5.5175,3.7316,5.8307,6.7569,1.3127
2.5,3.4051,3.6583,1.1861,2.7054,2.3256,7.4699,2.6655,3.7716,4.5046,3.0719
2.75,1.406,1.7059,1.1861,3.1852,2.5855,4.5313,4.7978,1.2994,3.1719,2.1923
3.0,6.0506,5.3709,1.5793,2.4722,2.7121,3.8183,11.1949,1.6526,3.5784,10.5219
3.25,3.705,8.0563,0.7863,5.3576,4.0048,2.3123,3.1985,2.2856,3.4518,5.2576
3.5,6.2105,2.932,0.3932,3.9915,5.0377,2.1324,1.5993,2.852,2.1524,4.3847
3.75,5.4109,2.199,3.5517,2.6055,4.1315,2.5189,1.5993,4.4446,1.5793,3.9449
4.0,7.2167,2.199,4.338,1.8458,5.6841,3.8582,0.5331,4.5713,1.2994,3.0719
4.25,5.6108,2.4389,6.3105,2.5388,5.1643,2.6655,2.6655,5.2643,3.4651,13.154
4.5,3.6383,0.2466,1.9724,1.4327,3.0986,3.7316,3.7316,6.0906,2.6721,3.5051
4.75,0,0,0,0,0,0,0,0,0,0
