! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,3.7215,6.2662,6.5226,5.8337,4.8631,4.848,13.7041,2.1122,2.5397,7.5637
0.5,1.8607,10.0178,7.3474,5.889,8.1772,3.3041,3.0476,2.3988,3.4348,6.0499
0.75,2.7861,14.8155,5.6325,4.4859,4.6971,6.3768,3.2387,4.6418,2.9973,3.0275
1.0,1.4433,3.7567,4.3149,5.2302,3.0476,4.0283,1.9714,6.8697,3.6762,0.3772
1.25,0.8248,3.9629,4.9335,4.2596,2.8716,3.2085,1.3327,4.1439,3.7416,0.7544
1.5,4.4406,2.087,4.7072,0.8751,3.0476,4.6468,1.212,4.2847,6.6484,1.1366
1.75,4.6468,1.8758,2.5899,4.0484,3.2236,5.4766,1.3428,3.284,4.0635,3.4047
2.0,3.2035,0.8348,3.1029,4.0132,5.5671,4.3903,2.3536,3.3242,2.1072,6.8043
2.25,5.6778,1.041,2.6151,0.3621,3.8271,2.3385,7.8051,7.3625,4.4507,9.8317
2.5,5.6778,2.5045,2.5698,3.284,6.0902,5.1246,5.9041,5.7281,9.7463,8.318
2.75,10.224,1.2522,2.6503,5.4967,1.9211,3.8522,4.1892,2.5899,4.5613,2.2681
3.0,5.7834,1.8758,3.3041,6.5126,2.9571,2.6956,4.1892,3.5505,2.3234,0.7544
3.25,0,0,0,0,0,0,0,0,0,0
