! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,1.1792,1.4481,1.1101,1.3905,0.0,1.5096,2.3969,3.5301,1.0486,1.3828
0.1667,2.7465,3.6875,1.8515,3.242,1.306,0.7567,2.2279,2.3546,1.0755,0.9219
0.25,2.3546,4.1946,3.3226,2.781,2.6159,0.7567,2.6812,1.9628,1.1216,0.7682
0.3333,4.3098,4.1485,2.9539,1.8515,5.2394,1.1332,2.0128,1.571,1.2868,2.1511
0.4167,7.0563,4.0717,5.1702,4.6286,2.6197,1.8822,1.9436,2.7426,1.4174,1.6901
0.5,3.5262,3.5877,4.8015,2.3124,1.7477,1.1293,0.9142,1.1754,1.1831,1.9974
0.5833,1.5672,1.3444,2.5851,1.8515,0.4379,2.6351,1.7669,1.1754,0.6492,1.6901
0.6667,0.7836,5.1856,2.9539,3.2381,1.7477,1.5057,2.4276,1.1754,0.4725,1.3828
0.75,1.1754,3.5301,1.8476,2.3124,2.6197,3.3879,3.4379,1.959,1.5979,1.9974
0.8333,1.1754,1.3137,1.1063,0.9257,3.4916,2.2586,1.1139,2.7426,1.886,2.612
0.9167,1.1754,0.9488,1.4789,2.3124,2.6197,3.3879,2.0051,2.7426,0.8182,2.4584
1.0,2.3508,0.6607,0.7375,2.3124,4.3636,2.2586,1.8438,2.7426,2.6735,2.4584
1.0833,2.3508,0.6607,1.8476,1.3867,1.3098,3.0115,1.3252,1.5672,5.0588,3.9948
1.1667,2.3508,0.6607,1.1063,0.9257,2.6197,2.2586,2.0128,1.1754,2.9039,4.6094
1.25,0.3918,0.8489,1.8476,0.9257,0.872,2.6351,2.37,1.5672,2.8348,2.7657
1.3333,1.1754,0.8374,2.2164,1.8515,1.7477,2.2586,1.6978,2.3508,3.6222,1.5365
1.4167,0.7836,0.6415,0.3688,1.8515,2.1818,3.3879,2.6619,3.1344,6.2765,1.9974
1.5,1.959,0.6415,1.1063,2.3124,0.872,2.2586,3.5723,2.7426,2.4852,1.9974
1.5833,0,0,0,0,0,0,0,0,0,0
