! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
3.0,9.1413,57.8951,136.5782,42.1855,8.1256,0.8803,10.157,10.9019,43.3367,0.6771
6.0,40.2218,41.0344,19.6369,4.1982,30.2679,0.0,30.6065,56.0668,55.3897,0.6771
9.0,19.5692,24.3092,53.9,1.2866,8.8028,0.8126,22.5486,37.5133,20.5849,79.6311
12.0,4.6045,14.3553,5.0108,67.0364,13.7458,28.846,51.7331,12.8656,11.6467,10.631
15.0,2.844,16.793,0.0,71.844,17.6055,5.7556,117.009,9.209,1.1511,7.3131
18.0,1.1511,18.0795,0.0,37.9873,12.5947,4.1305,72.1826,15.5064,38.5967,33.1796
21.0,32.1639,18.0795,0.0,43.0658,6.7714,29.6585,37.9196,32.0285,25.2571,36.8362
24.0,49.3632,36.7684,0.0,37.7164,61.0776,26.3406,25.7311,28.6428,12.5947,6.2974
27.0,75.162,33.0442,0.0,69.0678,34.8047,16.4544,11.2404,12.6624,29.32,3.0471
30.0,55.5251,55.4574,14.3553,21.5329,23.6997,25.528,5.5525,93.7832,4.6045,10.7664
33.0,40.2895,36.7684,55.4574,14.0167,9.0059,46.1129,0.8126,63.5153,31.0128,3.9951
36.0,36.2944,42.3887,83.7616,24.7154,12.7301,44.4878,0.8126,49.16,106.1748,8.0579
39.0,25.054,36.7684,50.3111,35.7527,40.6958,52.7488,0.8803,71.2346,14.6938,20.3141
42.0,32.4348,36.159,31.7576,28.6428,5.8911,68.3907,6.0942,51.056,15.845,24.3769
45.0,53.9,14.9647,53.8322,9.4122,52.4103,90.6007,11.0373,35.8882,36.633,6.6359
48.0,47.738,12.4593,35.211,20.0432,31.7576,23.9029,44.4878,8.3288,68.9324,65.953
51.0,36.4976,16.1835,35.6173,32.9765,61.213,25.528,63.3121,9.5476,63.3121,40.2895
54.0,33.6536,33.6536,28.5751,25.6634,32.9088,0.8126,41.2375,8.8028,4.0628,99.8774
57.0,22.684,29.2522,0.8803,19.5015,66.3592,8.261,1.5574,8.4642,0.6094,80.4437
60.0,21.0589,35.4819,0.0,17.4024,31.0805,12.3239,23.4289,22.3455,63.4476,34.4662
63.0,10.5633,10.5633,0.0,19.0275,31.8254,32.0962,52.8843,26.3406,19.0275,5.0785
66.0,2.3023,13.0687,16.9961,14.2876,53.0874,9.8862,10.7664,5.2139,2.37,41.7792
69.0,13.8136,18.6889,8.4642,13.7458,15.9804,34.6016,0.6094,0.8803,5.0785,40.4927
72.0,11.105,24.9186,46.79,6.0265,14.6938,88.9756,34.5339,7.1776,3.4534,16.319
75.0,0,0,0,0,0,0,0,0,0,0
