! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,10.4601,48.7078,10.6875,10.4829,7.9361,20.0334,11.3697,32.4491,8.3908,6.6399
4.0,26.0594,8.1862,11.0968,23.6035,12.1428,11.4379,4.4569,4.9799,13.2343,5.935
6.0,32.9494,7.3676,8.118,27.1281,9.2777,1.4781,7.9588,22.8304,26.5141,18.2143
8.0,2.3422,17.3729,13.5299,4.366,21.6252,4.6388,6.7991,5.2755,29.6067,8.1407
10.0,1.7737,5.9805,19.4422,13.1206,12.1428,8.7092,15.4628,0.0,3.3427,3.6383
12.0,18.6236,8.5728,12.5294,20.1244,15.4628,11.9154,8.7547,0.0,2.7969,3.5246
14.0,13.2116,20.9657,35.8146,7.0037,6.4125,16.577,7.7996,0.0682,0.7959,9.4141
16.0,7.2084,11.4607,16.2359,4.366,13.4617,12.3248,20.0107,2.183,0.7049,7.3448
18.0,0.6822,8.8456,9.6188,4.366,13.4617,20.3518,8.1862,2.5013,7.0492,6.2988
20.0,13.5754,0.9096,6.4125,2.6378,7.9588,4.8208,3.5928,6.7536,6.6626,15.4628
22.0,10.824,5.0254,16.7817,3.5019,13.2571,17.9641,51.2319,32.6083,9.9371,8.3226
24.0,12.6204,0.0,13.7346,20.1016,14.7806,13.0297,20.4655,5.2301,6.2079,5.7303
26.0,15.0535,6.2761,11.2105,10.5056,19.6468,10.8467,9.1867,14.5532,13.3026,11.5061
28.0,24.8087,10.4146,8.118,12.2338,12.1428,12.5976,20.3518,18.3734,14.3713,19.0101
30.0,9.9144,3.8884,4.5479,17.4866,12.5749,10.3919,0.5685,11.5516,25.65,25.8547
32.0,14.1212,6.7536,11.5744,10.5056,7.9588,12.0974,1.2507,24.7859,7.6632,20.0789
34.0,7.2539,32.2217,8.641,17.4866,9.4823,20.42,21.6479,32.5628,19.374,15.4855
36.0,5.9122,24.4449,9.3004,18.3734,17.6685,17.7595,8.2999,10.6875,31.7897,36.7924
38.0,0,0,0,0,0,0,0,0,0,0
