! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,21.7546,30.8408,18.8887,20.1263,25.1416,23.155,7.816,21.201,14.883,12.8313
4.0,24.0994,15.339,24.5228,10.3888,21.9175,22.2106,16.5114,1.1398,2.6705,7.0019
6.0,21.7546,5.2107,27.3235,13.7758,10.1283,10.1934,13.157,18.1071,15.86,8.3697
8.0,19.4424,18.6608,25.9557,16.4137,14.3294,17.4232,19.996,42.174,15.8926,9.0536
10.0,10.8773,18.27,21.1684,16.3485,17.9443,11.2681,7.1321,4.5268,25.5649,11.3658
12.0,3.0938,31.199,38.2009,30.8408,15.6972,5.6015,22.3408,36.2143,19.4749,13.8083
14.0,0.7816,27.7795,29.7661,46.6357,25.109,3.3869,6.2528,11.8869,11.3658,10.5516
16.0,25.6626,27.6818,11.8869,31.2316,26.9327,11.203,43.379,4.5268,15.5995,15.4692
18.0,21.7546,12.18,24.2623,20.1263,16.0229,28.7239,18.1723,9.6072,9.3792,21.95
20.0,3.8754,0.1954,16.3811,22.178,23.0899,31.8503,13.4501,24.9136,12.2126,8.2068
22.0,0.0,0.0,6.1877,28.0074,23.2527,43.379,14.5574,3.1264,11.3658,15.2413
24.0,10.8773,0.3257,26.9002,15.3715,28.2354,30.3848,17.6512,3.1264,7.3275,13.4501
26.0,12.4405,3.7452,4.136,6.5785,2.1494,30.3523,8.6302,25.4672,16.1531,25.4998
28.0,46.6357,20.452,2.9636,5.5689,0.228,15.4041,10.8122,11.0401,17.2278,30.0266
30.0,41.197,25.0439,0.8793,3.0613,0.0,6.3831,20.7451,16.9673,23.3504,23.6435
32.0,10.8773,53.4747,0.8793,0.5862,16.5114,0.9444,7.816,12.4405,27.7143,49.7621
34.0,31.8829,21.6895,5.0804,2.9961,58.6202,21.1684,54.1912,7.9137,9.249,29.6358
36.0,18.6608,13.5804,40.2851,35.4327,0.3582,12.6359,23.0573,71.2887,70.3769,19.8006
38.0,0,0,0,0,0,0,0,0,0,0
