! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,3.6783,3.7401,9.5048,2.6428,12.5649,3.4001,11.2512,6.8002,9.9993,7.8047
4.0,3.1064,7.7584,4.9147,4.111,6.2283,2.8901,8.3302,4.3428,3.4619,6.3211
6.0,2.6428,6.7538,5.5329,8.7011,1.4373,1.9473,10.3548,3.2146,4.8992,7.9593
8.0,4.1265,8.562,5.7338,8.9175,4.5592,2.2873,4.9147,8.5002,0.4327,3.091
10.0,10.2466,13.1521,10.6639,7.032,4.0646,6.9393,1.36,14.574,4.9456,1.0355
12.0,8.4538,14.8213,10.8648,6.2902,5.7801,7.7738,0.0,8.5775,2.8592,0.2164
14.0,1.2364,10.4475,7.5729,3.6783,9.1957,2.071,1.6537,1.3137,11.7767,3.1373
16.0,1.8391,9.5666,10.3703,12.2712,21.6523,3.3846,3.1219,0.1855,3.6319,8.3147
18.0,4.7292,8.5157,11.2975,8.0829,3.3846,5.9656,1.5919,0.1855,4.2501,7.5575
20.0,6.862,9.4893,9.7984,10.6948,6.182,8.7166,3.4774,0.2009,15.6095,2.6737
22.0,8.4538,7.1402,11.6376,10.6948,0.3864,10.8957,6.862,0.9582,4.4356,6.352
24.0,7.1711,3.4619,4.4201,4.4047,6.0892,8.5002,4.8838,0.6337,0.0464,5.7183
26.0,11.9312,3.8483,8.6548,3.6783,0.7573,4.4356,8.5002,4.2037,0.0309,4.0956
28.0,4.6983,8.6084,8.5311,5.4556,0.0,12.7967,13.183,5.5174,0.0773,5.5174
30.0,9.3348,3.7865,3.4928,4.621,1.4991,16.1813,18.2677,7.5111,0.4946,15.0531
32.0,8.6857,3.7865,0.2009,5.7647,3.4619,20.8951,21.3432,7.2329,0.2009,7.0474
34.0,6.1201,2.04,1.2673,7.8666,3.6783,7.712,0.6027,17.1704,9.8912,4.451
36.0,6.8465,4.7292,0.4173,6.8156,3.1683,3.7246,1.6382,2.4573,20.756,8.902
38.0,7.2329,4.4665,0.6491,2.411,6.5993,1.36,6.8774,8.6702,0.2318,7.542
40.0,5.1774,5.7956,0.6491,7.3411,4.0337,2.04,5.3783,12.4412,4.5283,11.5139
42.0,12.8121,6.2747,7.7275,1.9937,1.5146,2.2564,4.4819,20.6323,10.803,14.6204
44.0,7.8047,1.9628,2.3182,6.8156,0.7573,5.8265,3.7555,12.4412,17.5413,3.0755
46.0,7.1711,3.6783,8.8711,9.7521,31.2035,7.2638,5.6874,6.6302,17.325,5.9965
48.0,4.1883,2.1637,9.4584,4.5128,16.3513,5.2856,7.032,0.1545,6.3211,6.5529
50.0,0,0,0,0,0,0,0,0,0,0
