! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,3.1296,2.9409,4.7338,3.8216,5.9133,2.013,8.005,3.9789,1.667,8.2881
0.5,4.6866,3.9632,15.3022,3.8531,4.4193,6.6839,6.2278,8.5397,1.667,8.9643
0.75,7.2501,5.5359,17.2366,3.1611,5.7718,8.1308,8.005,7.7533,4.1833,15.8684
1.0,2.5949,5.9133,13.2106,3.397,2.2332,25.8707,5.3471,3.3656,5.8504,5.5201
1.25,1.2896,10.1124,10.1281,4.6866,2.8937,22.0805,4.4507,4.4979,4.1833,4.1362
1.5,6.7311,8.3195,11.575,2.4848,1.5412,14.3429,4.4507,4.6552,6.6996,4.8281
1.75,3.8845,19.9259,11.0403,1.8558,1.4783,3.4285,4.4507,6.3537,7.5332,3.4442
2.0,13.2106,17.4568,6.0863,0.5347,10.6628,12.3456,4.435,9.1216,6.6996,0.692
2.25,9.0744,6.9198,7.2815,2.3276,13.9183,5.3786,7.1085,7.9421,8.3667,0.0
2.5,15.2865,10.2225,6.1335,5.7089,6.0706,0.0629,5.3314,5.8189,9.2002,0.0
2.75,22.0176,11.6536,6.0234,4.6866,6.6053,1.2424,6.2121,6.4795,5.8504,0.692
3.0,12.6916,9.2474,6.2121,4.9225,12.7859,1.4941,5.3314,5.5516,6.6996,4.1362
3.25,4.9225,4.781,7.7533,5.5673,7.9735,3.0825,4.435,5.1584,10.8673,4.1362
3.5,1.8086,4.608,5.3471,10.7729,9.3732,2.0445,5.3314,3.6958,12.55,0.692
3.75,1.557,3.2555,3.7902,15.947,11.3548,5.0011,8.8857,4.6394,17.5669,0.0
4.0,2.3276,2.359,2.532,9.6248,13.1791,4.2148,6.2121,5.5516,14.2171,8.9643
4.25,11.6536,1.2896,3.0038,9.9394,6.2278,1.8715,9.7664,6.1492,0.0,8.2723
4.5,5.6931,1.667,4.0733,7.6275,7.7691,4.262,9.7664,6.9513,5.0169,7.5804
4.75,8.807,4.1047,2.7837,7.7062,6.3065,4.6552,7.9892,8.7284,7.5332,17.2366
5.0,8.2881,6.1492,3.6015,17.0951,4.9854,7.832,9.7664,8.7284,3.3498,6.9041
5.25,6.2121,4.4193,3.0667,13.2892,4.2777,1.1795,4.435,12.4242,1.667,6.9041
5.5,1.557,3.8688,2.1703,6.0077,2.8308,1.8086,3.5543,4.2463,3.3498,6.9041
5.75,1.557,4.1676,1.9187,8.2409,4.4979,14.4215,10.6628,9.9237,6.6996,13.7925
6.0,1.038,4.3878,2.2647,4.0104,4.1991,3.8216,7.1085,7.0142,5.8504,19.3126
6.25,0,0,0,0,0,0,0,0,0,0
