! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,10.5778,12.64,8.37,11.9,9.3041,5.0099,3.4087,5.3859,13.4042,6.7931
0.1667,19.0328,7.1327,14.2655,16.6794,8.5641,7.897,17.0676,7.157,10.8447,7.9333
0.25,25.3285,6.8052,2.1835,15.0176,20.9615,8.6127,9.4011,10.966,10.2745,2.8385
0.3333,25.9107,17.9774,7.8484,12.3974,22.0411,9.3284,13.6711,11.8636,11.1358,2.8385
0.4167,10.3837,7.1206,6.6475,9.292,12.7855,10.7719,7.6907,8.0547,12.2761,5.1069
0.5,1.3586,9.389,7.7514,13.1131,5.0827,14.3504,14.5202,9.4011,13.9865,5.1069
0.5833,1.395,18.3049,6.041,9.5346,7.9091,16.5096,5.9803,11.6331,9.4133,11.9
0.6667,8.3458,6.1502,5.1433,12.8705,8.0425,15.7939,15.3815,16.5581,8.5641,22.1018
0.75,8.7704,6.8052,17.4801,6.6718,6.9023,15.7939,9.4011,14.7749,10.2745,19.2754
0.8333,5.0342,16.3519,17.7469,4.2942,6.4777,7.1813,9.4011,9.85,8.5641,15.8667
0.9167,2.6808,6.4777,16.1942,4.5247,8.5763,6.4656,10.2503,9.6195,7.4239,8.5035
1.0,2.4868,6.1502,11.6331,5.0099,4.6581,3.5906,5.1312,6.041,5.1433,13.0403
1.0833,0,0,0,0,0,0,0,0,0,0
