! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
3.0,24.8857,1.7195,14.0907,9.0754,0.0,33.9611,1.8151,1.5285,6.0662,37.2091
6.0,0.0,12.7055,11.8935,13.6609,0.0,0.0,3.0092,6.3528,3.5346,3.4869
9.0,0.0,3.5346,21.16,15.2371,10.4128,0.3821,1.2419,17.9597,4.6332,0.9553
12.0,0.0,8.0246,14.4729,21.6376,1.3852,6.1139,0.9553,5.3019,0.9075,1.9106
15.0,0.0,7.2603,9.0276,21.2078,0.3821,0.0,8.9321,10.8905,0.1433,20.2047
18.0,0.0,5.1109,10.0785,4.7765,3.2003,0.0,46.5233,5.3019,7.4036,4.7288
21.0,0.0,3.3436,6.7349,4.1556,5.6363,0.0,30.6175,8.8843,2.7704,11.7025
24.0,0.0,4.2989,5.5885,9.6963,31.9549,0.5732,25.5544,1.7673,5.3975,6.0184
27.0,0.0,5.493,13.7086,11.0338,30.7608,90.6106,5.9707,2.0061,16.7178,0.6209
30.0,19.0583,3.3436,11.798,9.6963,60.9007,13.6609,4.8243,0.0,1.2419,2.8659
33.0,9.3142,14.0907,0.7165,12.8966,33.77,4.7288,7.6424,2.2927,0.7642,6.0184
36.0,1.9106,0.3821,8.2156,12.61,26.9874,0.0,8.2156,11.6547,6.6394,11.0338
39.0,5.493,7.8335,2.436,21.0167,3.2003,0.0,17.0522,7.8335,4.7765,6.9737
42.0,27.6561,21.7332,7.4514,15.3326,19.1061,0.0,20.4913,23.0706,54.118,1.2419
45.0,11.1771,30.1876,11.0815,38.4032,43.3231,0.0,38.9764,23.7871,27.9904,11.7025
48.0,0.812,12.9444,0.0,13.0399,1.7673,0.0,36.5404,18.724,27.2262,1.5763
51.0,0.2866,0.7642,0.0,4.0123,1.1464,10.6516,8.4067,5.8274,22.7362,2.1972
54.0,3.4391,3.7257,0.0,21.6376,1.1464,4.8243,26.8918,6.5916,14.7117,0.3344
57.0,16.4312,5.1109,4.1078,4.4422,5.8751,3.0092,10.174,4.5377,7.117,1.5763
60.0,6.4961,0.1911,2.6749,10.7472,4.2989,2.4838,2.9614,1.0031,5.3975,3.7735
63.0,3.3436,1.3852,8.4544,3.1525,1.6718,0.0,0.0,0.5254,7.2603,0.6209
66.0,2.5793,1.5763,14.9983,4.3944,0.6687,3.057,0.0,6.3528,13.6131,0.0
69.0,6.6871,2.5316,1.1941,3.3913,9.5053,19.6793,0.0,0.5254,6.3528,0.0
72.0,12.1324,6.4483,1.8151,6.926,7.738,61.3305,0.4777,0.0,6.9737,4.7288
75.0,21.9242,3.7257,37.1136,2.9137,19.7748,13.7564,5.5885,65.5817,7.738,1.2419
78.0,4.8243,5.1109,14.7595,7.7857,16.4312,18.7717,26.3664,6.3528,11.1293,9.4575
81.0,5.0631,3.5346,24.3125,6.4005,2.5793,27.9904,4.2511,26.3186,8.9799,10.4128
84.0,7.117,6.4483,21.0167,8.1679,0.0,0.0,3.2003,29.6144,4.4899,6.0184
87.0,1.5763,11.3681,6.2095,5.9229,0.7642,4.7288,2.3883,3.2958,14.855,11.7025
90.0,2.245,29.1846,3.2003,5.6363,0.9075,3.1525,2.1017,7.5947,9.6008,4.4422
93.0,0.7642,19.9659,4.9198,4.1556,1.8628,2.6749,6.7827,7.3558,5.7318,9.4575
96.0,0.2866,11.7502,0.0955,4.1556,3.248,1.6718,14.8072,11.4159,11.4637,10.1262
99.0,0.5732,29.3756,1.9584,5.5408,4.0123,6.3528,17.1,13.6609,9.4097,0.0
102.0,6.305,28.6114,5.8274,5.2064,18.4851,3.6779,6.9737,27.0829,7.117,0.3344
105.0,4.4422,27.2262,18.3896,10.4606,4.8721,0.0,12.6578,24.8379,7.117,18.6284
108.0,1.9106,7.8335,4.5855,3.057,15.9536,0.0,8.1679,20.4913,3.7257,15.1416
111.0,6.2572,12.5623,15.2849,0.1433,10.5083,1.5763,7.5469,2.2927,6.0184,37.5912
114.0,39.8362,17.0522,2.436,4.7765,7.929,9.0754,11.0815,3.2958,19.3449,11.7025
117.0,29.3756,22.3541,5.5408,8.8843,6.2572,30.4264,3.9167,1.5285,15.9058,12.3234
120.0,18.2941,9.6008,23.9781,11.6547,12.419,35.5851,4.3466,0.7642,14.855,2.8659
123.0,25.7455,14.7117,1.0508,8.1201,6.8304,3.057,10.7949,18.4851,16.2402,2.8659
126.0,61.3305,15.4759,0.2866,6.0184,13.231,3.8212,0.5732,15.9536,8.5022,28.4203
129.0,12.419,22.5452,36.5882,5.3975,8.0723,2.3883,0.5254,11.4159,1.7195,13.8997
132.0,13.6609,7.0693,16.6701,21.0645,3.5346,16.2879,13.8042,4.5377,15.2849,0.3344
135.0,12.7533,0.5732,38.9764,11.0338,3.057,15.2849,2.436,1.0031,6.4961,57.5093
138.0,47.1443,3.7257,7.1648,19.4882,5.0153,2.4838,4.2033,1.0031,4.1556,29.3756
141.0,2.1017,0.7642,1.3374,4.9198,3.248,12.2757,0.7642,0.5254,3.3913,19.5837
144.0,0.0,3.3436,4.2511,14.5684,3.8212,7.5469,0.0,0.5254,9.8874,22.7362
147.0,0,0,0,0,0,0,0,0,0,0
