! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
3.0,10.8273,82.6549,0.0,6.477,23.2014,11.0207,5.897,0.0,11.6974,42.4392
6.0,18.9478,43.5992,15.9509,18.0777,81.6882,17.401,8.9905,0.0,0.0,37.5089
9.0,15.6609,11.504,1.5468,41.8591,1.0634,13.1474,2.5135,0.0,0.0,81.7848
12.0,26.1982,5.8003,6.187,67.4773,1.6434,12.4707,0.3867,10.2473,0.0,52.0097
15.0,23.008,0.0,22.138,19.2378,5.897,30.9352,28.1317,0.3867,0.0,30.3551
18.0,13.0508,0.0,44.1793,68.444,37.7022,46.2094,11.3107,3.9636,0.3867,18.5611
21.0,11.1173,0.0,56.5533,19.2378,86.9085,31.7085,39.1523,6.8637,5.027,0.0
24.0,24.0714,1.2567,51.4297,45.726,39.4423,30.2585,1.5468,0.0967,28.615,0.0
27.0,13.9208,0.0,10.2473,67.864,8.7005,24.8448,0.3867,10.924,9.6672,0.0
30.0,1.7401,5.1236,0.0,79.8514,42.0525,49.1096,0.4834,45.3393,0.0,0.0
33.0,11.8907,0.0,5.1236,47.7562,51.8164,39.6357,1.2567,23.7814,0.4834,0.0
36.0,13.9208,1.9334,10.2473,2.0301,51.8164,32.3852,2.2235,98.0258,40.9891,0.0
39.0,3.8669,0.0,6.6704,0.29,57.4234,55.6833,48.0462,0.0,14.8875,0.0
42.0,7.6371,0.6767,1.0634,17.2077,27.9383,7.5404,4.3503,0.4834,72.891,0.0
45.0,7.0571,0.0,2.0301,54.0399,18.3678,5.7037,24.2648,0.4834,24.4581,0.0
48.0,5.897,0.0,0.0,124.7074,20.2045,29.3884,60.3236,0.1933,66.8006,0.0
51.0,2.5135,0.0,6.187,40.8924,7.8305,3.0935,7.3471,11.504,58.6801,0.0
54.0,2.2235,3.1902,0.4834,36.6388,2.9968,0.0967,20.8812,20.1079,34.8021,0.0
57.0,5.2203,10.2473,0.4834,10.4406,1.1601,0.0,26.1015,21.4613,38.3789,0.0
60.0,19.6245,12.8574,7.7338,0.0,0.7734,8.6038,29.9684,3.2869,0.4834,5.8003
63.0,18.1744,9.6672,0.0,0.0,2.2235,48.1428,55.1033,29.0984,1.0634,12.5674
66.0,7.8305,57.7134,0.4834,0.0,4.6403,67.284,66.5106,6.5737,7.1538,6.477
69.0,0.1933,38.4756,0.0,0.0,1.5468,11.9874,24.3614,0.9667,2.3201,6.3804
72.0,6.3804,32.0952,0.0,0.0,3.5769,6.8637,16.821,26.3916,7.8305,3.4802
75.0,1.8368,13.4375,0.4834,0.0,2.5135,12.5674,52.1064,30.1618,17.401,5.7037
78.0,0.8701,19.2378,7.1538,0.0,1.2567,21.5579,29.0017,18.8511,46.2094,11.9874
81.0,0.8701,17.3044,1.0634,1.4501,7.0571,66.5106,6.9604,5.2203,15.4676,3.7702
84.0,4.2536,19.2378,4.6403,4.9303,11.4073,34.6087,13.3408,5.9937,7.8305,0.6767
87.0,3.3835,37.8956,2.0301,0.0,7.0571,35.4788,32.8686,4.7369,13.5341,15.5643
90.0,5.317,32.0952,17.4977,0.0,12.6641,37.6056,44.4693,3.6736,0.0,33.8353
93.0,7.1538,51.9131,40.6024,0.0,33.4486,40.119,48.1428,22.3313,19.8178,16.4343
96.0,10.634,42.3425,8.7005,0.0,4.5436,29.4851,18.0777,49.4963,21.848,63.5138
99.0,8.1205,41.0858,3.5769,1.2567,5.897,11.1173,8.4105,152.9357,55.78,84.0083
102.0,4.5436,40.4091,5.607,0.0,1.8368,5.027,10.3439,72.601,0.0,74.1477
105.0,1.1601,39.1523,10.2473,0.0,2.1268,12.4707,14.5975,56.8434,3.9636,4.1569
108.0,7.4438,14.7909,2.6102,0.0,1.5468,0.29,39.4423,0.0,44.7593,0.0
111.0,41.6658,14.1142,20.5912,0.0,4.0602,6.187,44.1793,7.2504,22.3313,12.6641
114.0,19.4311,13.4375,31.3219,0.0,5.607,0.7734,15.4676,28.035,3.5769,16.531
117.0,4.5436,34.0287,114.6534,10.3439,2.9002,0.0,0.6767,13.0508,3.6736,0.0
120.0,2.8035,30.8385,55.0066,134.9546,0.6767,9.1839,2.4168,27.0683,12.4707,0.0
123.0,1.1601,39.7323,51.4297,10.8273,0.6767,5.607,3.1902,23.7814,16.4343,0.0
126.0,29.1951,10.924,21.5579,3.2869,1.1601,0.4834,2.6102,3.9636,3.0935,25.4248
129.0,47.4661,12.8574,40.6024,0.6767,12.9541,6.2837,3.0935,0.0,6.187,0.8701
132.0,72.9876,19.9145,15.9509,0.0,23.2014,30.4518,0.4834,2.6102,110.5932,7.8305
135.0,58.8735,23.1047,13.9208,0.0,28.4217,6.5737,0.6767,0.0,64.6738,0.0
138.0,40.0224,23.7814,37.9922,18.3678,16.9177,0.1933,1.1601,54.8132,2.3201,0.29
141.0,36.5422,20.4945,72.9876,0.4834,7.3471,0.0967,50.9463,2.1268,0.4834,0.0
144.0,26.5849,12.1807,99.6692,9.2805,11.1173,0.0967,2.9968,1.9334,5.4137,0.0967
147.0,30.5485,7.7338,17.9811,0.0,18.8511,0.1933,0.1933,5.5103,6.7671,26.5849
150.0,51.2364,4.4469,5.607,0.0,16.531,0.29,11.6974,0.58,31.9986,11.4073
153.0,51.2364,5.1236,4.6403,0.0,31.8052,3.0935,15.1776,19.9145,0.9667,0.0
156.0,34.3187,4.4469,4.6403,0.0,22.5247,1.6434,0.7734,0.0,1.0634,0.1933
159.0,35.3821,0.6767,1.5468,2.6102,30.4518,5.027,0.4834,0.29,0.0,35.5754
162.0,22.5247,1.2567,1.5468,0.0,12.3741,0.0,1.4501,1.7401,0.0,110.2065
165.0,22.8147,0.6767,1.0634,0.0,9.1839,0.1933,3.8669,1.1601,0.0,47.1761
168.0,10.8273,1.2567,1.0634,0.0,37.9922,0.0,1.0634,29.8718,1.4501,60.7103
171.0,0,0,0,0,0,0,0,0,0,0
