! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,2.9088,5.288,3.9305,1.7154,2.3121,9.5094,2.2673,7.876,2.2002,1.8124
0.5,8.9798,2.8864,3.9305,1.8049,4.2662,7.2271,2.3494,4.378,1.7602,2.2673
0.75,2.7223,1.156,3.9231,2.3568,3.222,1.872,2.7223,3.5875,1.7602,2.2673
1.0,2.4016,2.23,3.0505,1.8049,1.7453,0.8503,2.7223,0.276,1.7676,2.2673
1.25,2.4911,4.8852,3.9231,2.2226,1.9765,0.895,2.9908,0.2909,1.7676,1.8198
1.5,3.6024,1.8273,5.6683,3.6919,1.0665,1.4171,4.6242,2.6925,2.6477,2.7298
1.75,8.6517,4.2214,6.1084,4.2438,1.611,2.2077,5.0269,2.4016,2.2077,1.8198
2.0,2.8864,1.3798,4.3631,2.7298,4.1767,1.7378,3.9455,7.876,2.2077,2.7298
2.25,6.2501,12.1795,3.9231,3.7515,3.0132,4.0126,7.339,6.7945,1.7676,2.2748
2.5,3.6844,2.7298,3.4905,3.9007,2.0361,3.483,4.3482,0.3729,1.7676,1.3649
2.75,2.7223,1.7154,3.4905,2.3494,1.4469,3.0803,5.4371,0.0,2.6477,1.3649
3.0,1.1188,3.8261,2.6179,0.0,2.3046,3.0803,6.526,0.0,1.7676,1.8198
3.25,0.1939,1.5513,1.7453,0.0,4.9001,2.8118,2.1778,0.7384,1.3276,1.8198
3.5,0.1715,0.2014,2.1778,3.4458,4.4377,2.0734,1.2679,0.3878,3.0878,3.1847
3.75,0.1343,1.0218,1.7453,5.0642,3.2369,1.6781,0.9099,1.3052,3.0878,3.1847
4.0,0.4326,4.214,1.3052,3.4681,2.5135,1.4693,0.6489,0.2834,3.5278,2.7298
4.25,3.8485,4.4153,2.1778,6.8318,3.7963,2.8118,1.7975,0.8279,4.4153,2.2748
4.5,3.8485,2.4762,2.6179,12.6941,2.5135,2.5433,0.5967,2.0585,2.2077,5.0045
4.75,6.4888,0.5445,2.1778,3.1698,2.4165,1.4768,1.1262,13.8949,3.9753,5.0045
5.0,2.8043,0.44,1.7453,0.977,4.9822,2.5433,1.1038,6.1084,3.5278,5.0045
5.25,1.3574,6.8244,0.8726,1.1113,4.9822,2.8118,1.7825,2.8416,4.8554,5.9145
5.5,0.813,5.0568,1.7453,0.3804,4.8181,2.946,2.4463,3.9007,7.9431,8.6442
5.75,5.0344,1.5812,4.3631,0.2834,4.8032,5.0866,6.7945,2.506,7.5031,4.0946
6.0,1.0367,1.9317,3.4905,6.5857,2.0063,6.9586,3.6322,3.1847,4.8554,3.1847
6.25,0,0,0,0,0,0,0,0,0,0
