! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.0833,7.6178,3.7681,7.1055,5.2604,2.6766,2.8882,7.0312,4.3361,1.1842,0.7796
0.1667,5.2382,6.6711,6.3185,3.0961,1.1471,4.1244,3.6567,6.2665,1.5258,1.5629
0.25,8.0893,4.3509,5.5277,2.1829,2.6803,4.9486,3.0924,1.9267,1.8265,3.5156
0.3333,2.8548,4.0613,3.95,1.5629,2.6803,0.8241,3.0924,0.9652,2.2423,1.9527
0.4167,2.8548,3.7718,3.1592,2.4613,4.5922,0.4121,1.407,0.4826,3.0924,1.5629
0.5,0.0,2.3202,1.5815,4.7593,2.6803,2.0641,2.5318,2.8919,3.4971,2.3462
0.5833,0.0,1.4515,1.975,3.2149,4.2098,4.9486,2.2497,4.8224,2.0381,3.1258
0.6667,0.0,0.7239,1.1842,2.491,2.6803,2.0641,1.6891,4.8224,2.6581,1.1731
0.75,0.0,1.0135,1.5815,3.3745,3.4451,3.3003,2.5318,4.3398,5.1862,3.9091
0.8333,0.0,2.0307,0.594,3.6344,4.2098,1.6483,4.2173,3.8572,8.4048,5.8618
0.9167,8.0893,2.0307,1.7782,2.2274,5.357,6.6006,3.6567,1.4478,3.8534,7.0349
1.0,2.3796,4.93,2.3685,2.8585,0.7647,3.3003,1.9676,0.9652,1.6149,4.2989
1.0833,0,0,0,0,0,0,0,0,0,0
