! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
1.0,32.2536,11.645,14.9393,11.9514,14.3647,10.3426,12.0281,9.1168,29.1125,14.3264
2.0,31.2193,25.5117,21.9876,14.901,17.9272,12.8325,12.0281,16.2034,10.8406,19.6509
3.0,4.635,29.2657,23.7497,14.6329,16.5865,12.1047,11.4918,21.1066,15.5139,14.6329
4.0,1.3407,0.8044,6.1289,12.641,9.3083,30.2234,22.4473,29.2657,12.1813,10.0362
5.0,1.5705,0.5363,7.891,15.3607,4.7499,27.7335,28.6911,29.4573,12.3345,9.6531
6.0,2.0302,0.0,6.1673,15.9353,7.3547,21.6812,24.5158,33.6326,9.385,10.764
7.0,0.498,0.1915,7.0483,16.7397,15.8203,7.4697,26.6226,22.2557,16.778,20.034
8.0,1.7621,12.9857,7.9293,24.9372,9.3466,9.6148,25.0521,1.4556,19.1913,18.2336
9.0,12.7559,11.4152,11.4535,27.3121,12.8325,11.0321,25.5884,17.659,29.0742,11.6067
10.0,20.7235,10.0362,14.0966,41.5236,21.413,1.4173,19.3062,20.8384,14.5946,13.6752
11.0,44.0135,12.4111,14.0966,24.286,19.153,21.3364,32.8665,16.0885,8.0826,21.1449
12.0,47.4993,5.7842,20.2638,33.9391,14.2115,33.4411,9.9212,7.4313,12.641,21.2215
13.0,28.1932,11.9898,27.3121,19.6126,11.7599,29.1508,1.0343,0.8427,40.2595,12.5643
14.0,16.0502,14.8244,17.6207,11.1853,15.399,35.931,2.6048,2.2217,26.0863,3.4092
15.0,8.1975,9.1934,22.9069,11.6067,14.8244,31.6407,7.8144,6.2822,4.7882,6.2056
16.0,5.9374,11.9898,24.669,10.8789,20.5703,7.8144,6.2439,9.0402,4.7882,8.1592
17.0,8.1592,31.1044,37.0035,5.7842,14.4796,5.3245,15.1308,8.1975,9.1934,9.1168
18.0,19.4594,66.614,25.5501,8.8104,24.0178,11.0321,22.9452,9.9978,18.1187,17.6973
19.0,23.9412,47.8441,20.2638,3.5625,19.038,11.0321,21.413,13.8667,23.4815,27.6952
20.0,17.9272,16.0502,8.8104,6.5503,23.5581,7.8144,14.0966,22.6388,8.887,23.5581
21.0,21.2981,20.1489,6.1673,20.7618,31.0278,8.887,14.0966,25.6267,2.0302,17.1994
22.0,1.2258,18.4252,0.881,14.7478,25.6267,4.9798,8.887,31.2576,3.256,29.0359
23.0,8.8487,8.0442,14.0966,4.4818,14.2115,14.2115,6.2439,18.7699,15.5522,23.7497
24.0,23.5198,6.2439,22.0259,10.9172,5.4777,16.0119,11.9898,9.8063,36.8886,19.6892
25.0,0,0,0,0,0,0,0,0,0,0
