! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
3.0,20.399,97.9328,15.7187,6.0932,15.6304,0.0,10.7735,8.7424,19.6925,5.9166
6.0,21.1938,20.3107,0.4415,16.6018,19.251,0.0,3.6206,8.919,20.5756,19.3393
9.0,4.4154,13.2461,8.5658,38.3254,24.1079,0.0,7.4178,13.9526,26.8454,9.3606
12.0,10.7735,3.0024,20.0458,61.8151,31.8789,20.7522,16.3369,5.1218,6.6231,9.0957
15.0,13.0695,0.0,49.1872,17.5732,27.8168,0.0,9.8021,23.4898,26.4039,9.9787
18.0,8.036,0.0,54.4856,62.6099,23.843,14.5707,3.5323,20.4873,27.287,13.2461
21.0,7.6827,0.0,38.2371,17.6615,14.5707,14.5707,5.4751,24.6377,34.8814,8.036
24.0,5.4751,1.2363,6.7114,41.8577,48.569,8.2126,16.955,35.4112,42.1226,16.3369
27.0,6.5347,0.0,0.4415,62.1684,3.7972,0.0,15.9836,28.0817,11.8332,14.659
30.0,5.74,4.7686,5.2984,73.1185,0.6182,0.0,14.659,23.3131,35.9411,8.1243
33.0,1.5012,0.0,9.0957,43.7121,8.6541,0.0,20.1341,36.5592,49.3638,3.444
36.0,3.2674,1.7661,5.74,1.8545,0.9714,0.0,7.6827,13.0695,33.3802,2.2077
39.0,13.1578,0.6182,0.9714,0.2649,1.2363,4.1504,31.1725,35.2346,48.3924,12.7163
42.0,21.3704,0.0,1.9428,15.807,5.74,45.39,18.8095,45.3017,41.2395,34.2632
45.0,15.807,0.0,0.0,49.5404,1.3246,8.2126,37.2657,18.103,7.4178,35.9411
48.0,1.148,0.0,6.1815,114.2697,0.8831,57.753,44.0654,19.7808,9.0957,25.1676
51.0,2.4726,0.0,0.4415,37.4423,19.6042,26.8454,70.9991,21.2821,11.48,0.2649
54.0,4.9452,4.2388,0.0,33.5568,44.8601,4.1504,21.4587,40.2681,37.7955,7.1529
57.0,2.0311,9.6255,7.1529,9.5372,49.3638,2.0311,24.9027,22.6067,20.2224,4.9452
60.0,0.8831,10.8618,0.0,0.0,0.6182,6.1815,35.6762,26.8454,22.4301,2.4726
63.0,2.8258,10.2437,0.4415,0.0,3.2674,2.0311,23.843,17.5732,9.8021,1.4129
66.0,2.8258,55.2804,0.0,0.0,16.2485,0.0,14.7473,13.3344,12.1864,3.3557
69.0,7.1529,38.502,0.0,0.0,27.8168,0.0,28.3467,23.1365,19.6042,10.5086
72.0,6.0049,25.874,0.4415,0.0,91.9279,0.0,18.6328,14.659,10.1553,3.0024
75.0,11.5683,13.2461,6.7114,0.0,28.6999,10.332,6.3581,13.7759,7.4178,14.1292
78.0,7.4178,16.8667,1.4129,0.0,14.3058,2.0311,3.8855,14.0409,10.067,6.3581
81.0,5.6517,16.8667,3.7972,1.3246,45.2134,156.8338,13.2461,16.6018,6.3581,8.8307
84.0,3.6206,18.0147,5.2984,4.5037,54.309,2.0311,4.4154,20.7522,6.5347,9.0957
87.0,3.2674,35.4995,14.8356,0.0,47.2444,49.5404,15.1889,18.4562,7.1529,18.0147
90.0,41.8577,31.2608,37.7072,0.0,47.5093,154.7144,12.9812,13.9526,13.5993,36.7359
93.0,23.6664,51.6598,7.6827,0.0,31.614,2.0311,5.5634,11.3916,9.9787,18.0147
96.0,8.1243,36.6475,1.9428,0.0,12.6279,0.0,3.2674,16.8667,18.103,35.4112
99.0,2.2077,40.8863,8.1243,1.148,21.0171,6.1815,1.5012,21.2821,27.7285,55.0155
102.0,0.9714,36.0294,6.7114,0.0,5.8283,12.363,13.5993,7.771,15.2772,32.0556
105.0,15.9836,34.8814,5.74,0.0,2.9141,24.7261,19.5159,18.4562,2.7375,27.3753
108.0,43.1823,13.8643,16.2485,0.0,0.8831,28.8765,4.2388,11.5683,11.1267,13.8643
111.0,70.116,13.2461,49.717,0.0,0.9714,51.5715,39.7383,17.0433,11.7449,18.5445
114.0,73.2068,14.3941,85.5698,0.0,3.0024,16.5135,3.1791,17.4849,9.5372,28.7882
117.0,45.39,33.0269,60.2256,9.4489,3.444,2.0311,4.1504,26.7571,15.1006,48.9223
120.0,39.3851,26.4922,39.65,123.542,2.5609,6.1815,0.3532,25.0793,37.0008,33.9983
123.0,34.7048,36.6475,21.0171,9.8904,2.9141,2.0311,6.3581,11.3916,8.6541,63.5813
126.0,26.8454,9.6255,36.8242,3.0024,2.2077,37.1774,10.067,11.1267,9.3606,50.865
129.0,49.0106,13.2461,25.3442,0.6182,2.7375,12.363,12.9812,11.3033,6.3581,74.0899
132.0,51.1299,18.0147,1.4129,0.0,8.5658,51.5715,19.8692,13.8643,11.3916,0.7948
135.0,45.2134,22.8716,48.7456,0.0,7.8594,26.8454,40.0915,6.0932,5.2101,2.4726
138.0,34.0866,21.0171,77.4455,16.7784,8.5658,2.0311,19.7808,12.5396,30.2011,0.7948
141.0,32.0556,19.8692,71.7056,0.4415,17.5732,2.0311,118.5084,4.7686,16.7784,6.3581
144.0,25.6974,11.3916,17.6615,8.5658,27.9051,8.2126,1.9428,0.7948,0.8831,18.0147
147.0,0,0,0,0,0,0,0,0,0,0
