! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
3.0,2.4134,5.6786,5.0043,16.7519,5.1108,13.6464,4.8623,12.9721,6.2287,9.3697
6.0,3.3717,10.9491,7.258,6.2997,8.163,15.0483,0.3194,9.6181,12.4397,3.1765
9.0,6.7611,13.5577,7.6661,4.8268,9.8133,11.1088,14.8176,6.4417,9.8843,0.4614
12.0,4.2767,11.9783,21.6852,6.2465,12.7236,10.044,4.2057,3.0345,0.7276,8.3227
15.0,8.092,14.8886,9.6891,4.8446,11.304,8.6066,12.2977,0.2484,4.2057,5.5189
18.0,3.6379,24.1696,9.068,3.0168,7.8613,9.6714,12.6349,0.9405,3.6556,6.2642
21.0,6.5304,7.8968,19.396,5.6609,5.4834,7.8791,2.023,14.4805,6.5836,13.2738
24.0,8.0565,2.0053,7.1338,8.1453,2.9635,2.1472,8.9261,5.306,8.7841,7.9501
27.0,10.5054,1.5616,5.2705,4.259,3.212,7.8791,1.3487,0.0,11.3395,4.4009
30.0,14.1255,1.7746,5.9271,6.7256,2.023,1.7923,11.1088,2.1295,3.4781,8.6066
33.0,24.2051,3.7443,11.162,2.8216,0.4436,4.2944,5.2172,1.4197,7.6839,4.2944
36.0,11.9961,3.5846,4.4897,4.259,1.5794,5.3769,5.5544,7.4709,2.928,1.4906
39.0,6.4417,1.5971,12.28,8.2162,8.7664,11.4637,10.9491,3.0523,3.4781,1.8633
42.0,12.5994,3.6024,4.5074,9.5294,11.6057,7.1692,1.8455,10.5942,3.4781,3.2652
45.0,11.0201,2.2182,7.0273,14.9064,26.8137,10.044,6.9031,1.3132,1.1002,3.4604
48.0,5.4124,19.2363,5.8206,17.7279,6.3707,1.7923,5.7318,6.0158,7.8613,2.1472
51.0,8.3582,4.1347,4.3832,12.7591,13.2205,0.0,15.492,15.0306,10.0618,4.2057
54.0,7.8258,6.2642,5.3414,4.259,10.0618,27.9672,6.4062,18.8281,2.5554,9.068
57.0,4.3832,5.9803,7.0095,5.6786,11.5702,10.044,16.5035,6.5304,20.301,15.3323
60.0,1.0292,7.187,6.7966,4.2767,3.3007,5.022,13.6464,9.2987,13.5399,9.352
63.0,2.5021,6.0868,3.6024,7.8081,11.5524,2.8748,4.5429,6.9563,14.8176,19.9106
66.0,3.0345,5.7318,4.117,13.469,2.0585,0.0,3.5314,25.8377,8.0565,14.9596
69.0,3.7976,7.9855,2.165,1.4197,1.4551,1.0825,3.1942,0.0,4.5784,11.0378
72.0,7.0805,5.6431,0.6566,3.5491,0.0,2.5021,5.3947,9.9376,9.6891,9.7246
75.0,0,0,0,0,0,0,0,0,0,0
