! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
0.25,5.1225,9.3125,6.922,3.021,4.0718,16.7468,3.993,13.8703,3.8747,3.1917
0.5,15.8142,5.0831,6.922,3.1786,7.5131,12.7275,4.1374,7.7101,3.0998,3.993
0.75,4.7942,2.0359,6.9089,4.1506,5.6742,3.2968,4.7942,6.3178,3.0998,3.993
1.0,4.2294,3.9273,5.3721,3.1786,3.0735,1.4974,4.7942,0.486,3.1129,3.993
1.25,4.387,8.6032,6.9089,3.9141,3.4807,1.5762,5.267,0.5123,3.1129,3.2049
1.5,6.3441,3.218,9.9824,6.5017,1.8783,2.4956,8.1435,4.7416,4.6628,4.8073
1.75,15.2363,7.4342,10.7573,7.4737,2.8371,3.8879,8.8528,4.2294,3.8879,3.2049
2.0,5.0831,2.4299,7.6838,4.8073,7.3554,3.0604,6.9483,13.8703,3.8879,4.8073
2.25,11.0069,21.449,6.9089,6.6068,5.3064,7.0665,12.9246,11.9657,3.1129,4.0061
2.5,6.4885,4.8073,6.147,6.8695,3.5858,6.1339,7.6575,0.6567,3.1129,2.4037
2.75,4.7942,3.021,6.147,4.1374,2.5481,5.4246,9.5752,0.0,4.6628,2.4037
3.0,1.9702,6.7381,4.6103,0.0,4.0586,5.4246,11.4929,0.0,3.1129,3.2049
3.25,0.3415,2.732,3.0735,0.0,8.6295,4.9518,3.8353,1.3003,2.338,3.2049
3.5,0.3021,0.3546,3.8353,6.0682,7.8152,3.6515,2.2329,0.683,5.4378,5.6085
3.75,0.2364,1.7995,3.0735,8.9185,5.7005,2.9553,1.6024,2.2986,5.4378,5.6085
4.0,0.7618,7.4211,2.2986,6.1076,4.4264,2.5875,1.1427,0.4991,6.2127,4.8073
4.25,6.7775,7.7758,3.8353,12.0314,6.6856,4.9518,3.1655,1.458,7.7758,4.0061
4.5,6.7775,4.3607,4.6103,22.3553,4.4264,4.4789,1.0508,3.6252,3.8879,8.8134
4.75,11.4272,0.9588,3.8353,5.5823,4.2556,2.6007,1.9833,24.47,7.0008,8.8134
5.0,4.9387,0.7749,3.0735,1.7206,8.774,4.4789,1.9439,10.7573,6.2127,8.8134
5.25,2.3905,12.0183,1.5368,1.9571,8.774,4.9518,3.1392,5.0043,8.5507,10.4158
5.5,1.4317,8.9053,3.0735,0.6699,8.485,5.1882,4.3082,6.8695,13.9885,15.2231
5.75,8.8659,2.7846,7.6838,0.4991,8.4588,8.9579,11.9657,4.4133,13.2135,7.211
6.0,1.8257,3.4019,6.147,11.598,3.5332,12.2547,6.3966,5.6085,8.5507,5.6085
6.25,0,0,0,0,0,0,0,0,0,0
