! Written by Qhydro Python Script
Time (hour),E0,E1,E2,E3,E4,E5,E6,E7,E8,E9
0,0,0,0,0,0,0,0,0,0,0
2.0,9.0016,4.1432,40.0864,17.6456,27.9091,12.2615,9.5274,55.1662,39.5396,20.9265
4.0,7.2559,10.4738,28.5821,20.6531,12.6821,13.3341,10.6631,6.6671,3.7436,9.8218
6.0,6.2044,35.5856,25.7428,18.6131,8.4968,20.548,15.3111,0.7992,16.9516,4.0381
8.0,9.4853,9.6956,19.0968,23.3873,5.8258,22.6932,13.4393,5.279,5.6575,8.0551
10.0,3.975,14.4277,0.9675,15.0797,2.8393,18.1504,8.8964,20.0432,5.0266,6.2885
12.0,10.6841,3.7647,0.5468,11.6305,22.2726,3.7436,16.6571,9.1067,8.7913,5.7837
14.0,8.1603,3.5544,0.5468,11.294,17.0777,22.4198,16.9726,6.9825,6.2885,12.598
16.0,25.3011,19.7698,0.5468,20.2746,18.9706,13.0817,8.7913,3.0075,4.3956,5.5313
18.0,3.6595,16.4047,5.8048,13.25,11.7567,16.552,9.969,16.0262,0.0,8.3075
20.0,3.6175,19.7698,22.0833,8.9174,4.3746,14.1543,7.5714,8.8123,19.4543,12.0932
22.0,28.0353,4.5428,22.2726,8.0762,5.4472,12.0091,17.3932,15.3531,21.9781,14.8694
24.0,22.9666,14.0281,3.3651,5.279,24.523,12.0091,28.7503,15.3531,4.3956,9.0647
26.0,32.3468,33.7979,2.4607,10.7682,25.4904,6.6671,17.7718,22.2726,8.7913,30.7273
28.0,19.9591,1.977,18.7392,11.967,17.2881,12.0091,14.1754,14.7853,13.1869,14.617
30.0,19.6646,18.3817,19.4754,13.4813,5.3631,10.6841,14.4277,10.6631,52.1166,47.5947
32.0,0,0,0,0,0,0,0,0,0,0
