"EPR_E1a_001_180m_E0_MHWS_001","Location","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Water Level","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow","Flow"
"C:\Temp\JBP\2023s1024-ROLFS\EPR\runs\EPR_~s1~_~e1~_~e2~_~e3~_~e4~_001.tcf","Time","EPR_Outlet","ManningEsplanadeDogArea","ThornlandsRdBridge","RedlandsHorseClub","RedlandsNetballClub","ColthouseDrBridge","BushCherryPl","CrystalWater_1","CrystalWater_2","ImmediatelyDS_CrystalWtr","EPR_at_RedlandCityMarina","LinkRd","VicPntSharksSportsClub","VicPntShoppingCentre_US","VicPntShoppingCentre_DS","EPR_atKFCVicPnt","EPR_atCreeksideCct","EPR_atKodakCl","BunkerRoad","EPR_atSpringacreRd","EldershawAve","SandyCkatMtCottonRd","EPR_atCottonCnr","S_36","S_8","S_20","S_22","EPR_Outlet","EPR_at_RedlandCityMarina","EPR_atKFCVicPoint","EPR_atSpringacreRd","EPR_atCreeksideCct","VicPntShoppingCentre","LinkRoad","ManningEsplanadeDogArea","BushCherryPl","RedlandsHorseClub","RedlandsNetballClub","DS_CrystalWtrs","US_CrystalWtrs","ThornlandsRdBridge","ColthouseDrBridge","SandyCkatMtCottonRd","EPR_atCottonCorner","EldershawAve","VicPntSharksSportClub","EPR_atKodakCl","BunkerRd","CrystalWtrs_Interim","BunningVicPnt","S_36","S_8","S_20","S_22","S_18","S_19","S_35","S_15","S_34","S_29","S_25"
,        4.300000,          0.9000,          0.9000,          6.6361,          2.7764,          5.3480,          6.4829,          9.3996,         26.2031,         22.2665,         15.8437,          2.2393,          3.4660,          4.5039,         10.0268,          4.7650,          4.9090,          9.2924,          9.5509,         15.5674,         14.1848,         16.6445,         39.0789,         29.0031,         38.9970,          1.6342,         20.9564,         16.0186,          0.0000,        234.5920,        336.3062,        172.6693,        125.8428,          4.9155,          0.6932,          0.0000,          0.3017,         33.6879,         16.9484,          1.9569,          0.0179,          1.3866,          3.1013,          4.9590,         16.4357,          1.0730,          0.7340,        205.6342,         57.5032,          1.4660,          9.7940,          4.1304,        224.1737,         12.9297,         69.1894,          4.4081,          9.4555,          1.7831,          3.0460,          0.4324,          1.6771,         14.4088
,        4.333333,          0.9000,          0.9000,          6.6240,          2.7610,          5.3258,          6.4687,          9.3982,         26.1972,         22.2606,         15.8411,          2.2526,          3.4804,          4.4869,         10.0032,          4.7681,          4.9112,          9.2710,          9.5340,         15.5179,         14.1539,         16.6381,         39.0609,         28.9817,         38.9890,          1.6456,         20.9464,         15.9711,          0.0000,        236.3470,        335.1697,        168.8045,        124.0190,          4.7090,          0.6273,          0.0000,          0.2867,         32.4014,         16.0347,          1.8845,          0.0168,          1.3271,          2.9314,          4.5948,         15.3835,          1.0046,          0.6702,        204.5616,         54.9364,          1.4061,          9.3925,          3.8688,        226.6129,         12.2995,         67.1790,          4.2956,          9.1225,          1.6948,          2.8775,          0.4079,          1.5925,         13.5761
,        4.366667,          0.9000,          0.9000,          6.6115,          2.7455,          5.3047,          6.4602,          9.3968,         26.1909,         22.2549,         15.8357,          2.2658,          3.4936,          4.4673,          9.9808,          4.7706,          4.9118,          9.2477,          9.5146,         15.4692,         14.1208,         16.6319,         39.0439,         28.9599,         38.9807,          1.6570,         20.9365,         15.9233,          0.0000,        237.9913,        333.7545,        164.8824,        122.1654,          4.5356,          0.5385,          0.0000,          0.2701,         31.1355,         15.1276,          1.8105,          0.0158,          1.2646,          2.8357,          4.3451,         14.5518,          0.9473,          0.6065,        203.3130,         52.3843,          1.3493,          9.0314,          3.6315,        229.0915,         11.6985,         65.2873,          4.1694,          8.8082,          1.6539,          2.7044,          0.3850,          1.5315,         12.7616
,        4.400000,          0.9000,          0.9000,          6.5989,          2.7299,          5.2847,          6.4531,          9.3953,         26.1853,         22.2495,         15.8301,          2.2787,          3.5058,          4.4546,          9.9577,          4.7724,          4.9117,          9.2224,          9.4931,         15.4299,         14.0849,         16.6246,         39.0310,         28.9396,         38.9725,          1.6685,         20.9269,         15.8709,          0.0000,        239.5219,        332.1131,        161.1340,        120.2851,          4.4186,          0.4048,          0.0000,          0.2549,         29.8641,         14.3176,          1.7738,          0.0150,          1.2039,          2.7545,          4.3328,         13.6668,          0.9042,          0.5679,        201.8772,         50.2622,          1.2947,          8.7200,          3.4124,        231.5406,         11.1365,         63.4099,          4.0704,          8.5338,          1.5920,          2.6434,          0.3644,          1.4702,         12.1087
,        4.433333,          0.9000,          0.9000,          6.5863,          2.7140,          5.2648,          6.4464,          9.3940,         26.1799,         22.2441,         15.8235,          2.2911,          3.5168,          4.4432,          9.9344,          4.7731,          4.9104,          9.1950,          9.4697,         15.3927,         14.0486,         16.6207,         39.0217,         28.9185,         38.9645,          1.6798,         20.9178,         15.8137,          0.0000,        240.9329,        330.2090,        157.6916,        118.3244,          4.1901,          0.2060,          0.0000,          0.2410,         28.6117,         13.5080,          1.6844,          0.0141,          1.1497,          2.6569,          4.0382,         12.9086,          0.8557,          0.5506,        200.3198,         48.0117,          1.2422,          8.4255,          3.2080,        233.8959,         10.6051,         61.4701,          3.9697,          8.2914,          1.5126,          2.4547,          0.3418,          1.4416,         11.4246
,        4.466667,          0.9000,          0.9000,          6.5739,          2.6981,          5.2464,          6.4389,          9.3927,         26.1746,         22.2388,         15.8201,          2.3033,          3.5279,          4.4419,          9.9098,          4.7730,          4.9080,          9.1650,          9.4450,         15.3581,         14.0097,         16.6161,         39.0048,         28.8965,         38.9570,          1.6909,         20.9090,         15.7571,          0.0000,        242.2976,        328.0486,        153.3243,        116.3188,          4.0365,          0.1127,          0.0000,          0.2279,         27.3971,         12.7878,          1.6249,          0.0133,          1.0961,          2.5620,          3.8105,         12.2675,          0.8169,          0.5305,        198.5902,         46.0458,          1.1910,          8.1483,          3.0278,        236.1917,         10.1103,         59.5528,          3.8664,          8.0708,          1.4544,          2.4092,          0.3234,          1.3846,         10.7255
,        4.500000,          0.9000,          0.9000,          6.5619,          2.6822,          5.2297,          6.4315,          9.3913,         26.1697,         22.2335,         15.8232,          2.3151,          3.5383,          4.4293,          9.8881,          4.7719,          4.9045,          9.1331,          9.4178,         15.3261,         13.9672,         16.6116,         38.9897,         28.8731,         38.9500,          1.7021,         20.9007,         15.6952,          0.0000,        243.5002,        325.6935,        149.1222,        114.2072,          3.8660,          0.1299,          0.0000,          0.2153,         26.2149,         12.1573,          1.5789,          0.0124,          1.0423,          2.4540,          3.5760,         11.5628,          0.7853,          0.4789,        196.8265,         44.1582,          1.1435,          7.8723,          2.8593,        238.5028,          9.6496,         57.7628,          3.7501,          7.8655,          1.4040,          2.2796,          0.3055,          1.3323,         10.0536
,        4.533333,          0.9000,          0.9000,          6.5492,          2.6665,          5.2138,          6.4218,          9.3900,         26.1647,         22.2282,         15.8179,          2.3268,          3.5475,          4.4195,          9.8672,          4.7699,          4.9000,          9.1005,          9.3889,         15.2954,         13.9229,         16.6071,         38.9755,         28.8499,         38.9433,          1.7133,         20.8927,         15.6293,          0.0000,        244.5499,        323.0894,        144.4592,        112.3005,          3.7164,          0.1615,          0.0000,          0.2032,         25.0980,         11.5770,          1.5301,          0.0118,          0.9816,          2.3364,          3.4358,         10.9490,          0.7639,          0.4748,        194.8206,         42.3674,          1.0975,          7.6124,          2.7035,        240.8254,          9.2075,         56.3296,          3.6655,          7.6741,          1.3567,          2.1345,          0.2891,          1.2818,          9.4876
,        4.566667,          0.9000,          0.9000,          6.5377,          2.6512,          5.1983,          6.4130,          9.3889,         26.1600,         22.2230,         15.8081,          2.3381,          3.5558,          4.4085,          9.8467,          4.7671,          4.8943,          9.0665,          9.3577,         15.2667,         13.8749,         16.6025,         38.9648,         28.8252,         38.9372,          1.7245,         20.8850,         15.5549,          0.0000,        245.4774,        320.2612,        139.3859,        110.2648,          3.5732,          0.1784,          0.0000,          0.1937,         24.0136,         11.0002,          1.4758,          0.0111,          0.9346,          2.2224,          3.3170,         10.3557,          0.7436,          0.4318,        192.4093,         40.6557,          1.0550,          7.3979,          2.5644,        243.0455,          8.8067,         54.6694,          3.5506,          7.4924,          1.3019,          2.0168,          0.2759,          1.2507,          9.0324
,        4.600000,          0.9000,          0.9000,          6.5276,          2.6361,          5.1824,          6.4055,          9.3879,         26.1555,         22.2180,         15.8014,          2.3491,          3.5632,          4.3920,          9.8269,          4.7633,          4.8876,          9.0304,          9.3250,         15.2374,         13.8227,         16.5985,         38.9580,         28.8037,         38.9309,          1.7356,         20.8775,         15.4789,          0.0000,        246.3365,        317.1872,        134.3798,        108.0727,          3.4389,          0.1854,          0.0000,          0.1848,         22.9768,         10.4631,          1.4262,          0.0105,          0.8956,          2.1540,          3.2814,          9.7813,          0.7155,          0.4308,        190.3672,         39.0861,          1.0138,          7.1793,          2.4305,        245.1320,          8.4261,         52.9672,          3.4498,          7.3201,          1.2555,          1.9244,          0.2615,          1.2061,          8.5743
,        4.633333,          0.9000,          0.9000,          6.5179,          2.6212,          5.1673,          6.4024,          9.3867,         26.1511,         22.2133,         15.7884,          2.3597,          3.5700,          4.3941,          9.8059,          4.7586,          4.8799,          8.9928,          9.2907,         15.2122,         13.7692,         16.5941,         38.9537,         28.7823,         38.9245,          1.7463,         20.8701,         15.3953,          0.0000,        247.0851,        313.9659,        129.6433,        105.8464,          3.3109,          0.2202,          0.0000,          0.1749,         21.9892,          9.9317,          1.3000,          0.0098,          0.8594,          2.1025,          3.2486,          9.2298,          0.6895,          0.4695,        188.1812,         37.5797,          0.9745,          6.9762,          2.2988,        247.1481,          8.0546,         50.7384,          3.3508,          7.1596,          1.2139,          1.8396,          0.2470,          1.1266,          8.0111
,        4.666667,          0.9000,          0.9000,          6.5082,          2.6069,          5.1526,          6.3955,          9.3856,         26.1469,         22.2090,         15.7735,          2.3699,          3.5759,          4.3808,          9.7833,          4.7532,          4.8711,          8.9541,          9.2563,         15.1896,         13.7144,         16.5899,         38.9474,         28.7639,         38.9179,          1.7567,         20.8630,         15.3041,          0.0000,        247.7341,        310.6610,        124.2019,        103.7612,          3.1977,          0.2768,          0.0000,          0.1660,         21.0697,          9.4268,          1.3255,          0.0095,          0.8166,          2.0237,          3.1513,          8.7517,          0.6629,          0.3994,        185.6093,         36.2073,          0.9363,          6.8333,          2.1724,        249.0490,          7.7057,         48.5856,          3.2482,          7.0110,          1.1768,          1.7829,          0.2335,          1.0639,          7.5666
,        4.700000,          0.9000,          0.9000,          6.5000,          2.5930,          5.1397,          6.3904,          9.3845,         26.1428,         22.2041,         15.7717,          2.3796,          3.5807,          4.3767,          9.7646,          4.7466,          4.8616,          8.9133,          9.2215,         15.1638,         13.6564,         16.5858,         38.9342,         28.7431,         38.9111,          1.7669,         20.8562,         15.2151,          0.0000,        248.2982,        307.1796,        118.5536,        101.6272,          3.0781,          0.3273,          0.0000,          0.1572,         20.1846,          8.9766,          1.3012,          0.0089,          0.7829,          1.9710,          3.0322,          8.2440,          0.6309,          0.3886,        182.9389,         34.8566,          0.9008,          6.6546,          2.0498,        250.8476,          7.3835,         46.2580,          3.1513,          6.8656,          1.1292,          1.7205,          0.2218,          0.9980,          7.1512
,        4.733333,          0.9000,          0.9000,          6.4923,          2.5794,          5.1254,          6.3895,          9.3834,         26.1389,         22.1995,         15.7674,          2.3890,          3.5848,          4.3746,          9.7444,          4.7392,          4.8510,          8.8717,          9.1796,         15.1386,         13.5954,         16.5818,         38.9264,         28.7220,         38.9044,          1.7769,         20.8498,         15.1416,          0.0000,        248.7419,        303.4986,        112.8015,         99.2875,          2.9667,          0.3806,          0.0000,          0.1493,         19.3330,          8.5708,          1.2257,          0.0084,          0.7478,          1.9241,          2.9023,          7.7793,          0.6174,          0.3814,        180.3522,         33.7134,          0.8679,          6.4588,          1.9325,        252.5597,          7.0886,         44.1824,          3.0304,          6.7203,          1.0857,          1.6785,          0.2109,          1.0083,          6.8422
,        4.766667,          0.9000,          0.9000,          6.4856,          2.5662,          5.1113,          6.3813,          9.3822,         26.1352,         22.1950,         15.7614,          2.3979,          3.5879,          4.3676,          9.7251,          4.7309,          4.8394,          8.8283,          9.1384,         15.1165,         13.5300,         16.5784,         38.9199,         28.7014,         38.8972,          1.7871,         20.8436,         15.0643,          0.0000,        249.0578,        299.5002,        106.8568,         97.1746,          2.8689,          0.4260,          0.0000,          0.1414,         18.5143,          8.1860,          1.2101,          0.0080,          0.7183,          1.8604,          2.8928,          7.3910,          0.5967,          0.3367,        177.2414,         32.4703,          0.8422,          6.2467,          1.8153,        254.1024,          6.8034,         42.4049,          2.9578,          6.5706,          1.0579,          1.5791,          0.2003,          0.9583,          6.4650
,        4.800000,          0.9000,          0.9000,          6.4796,          2.5531,          5.0999,          6.3782,          9.3811,         26.1315,         22.1907,         15.7489,          2.4064,          3.5903,          4.3613,          9.7072,          4.7216,          4.8267,          8.7822,          9.0938,         15.0971,         13.4588,         16.5743,         38.9115,         28.6889,         38.8903,          1.7967,         20.8377,         14.9844,          0.0000,        249.2508,        295.3588,        100.7008,         94.7963,          2.7543,          0.4780,          0.0000,          0.1341,         17.7252,          7.8134,          1.1810,          0.0075,          0.6918,          1.8039,          2.8183,          7.0323,          0.5753,          0.3139,        174.3580,         31.3591,          0.8162,          6.0273,          1.7148,        255.5326,          6.5361,         40.9400,          2.8561,          6.4164,          1.0181,          1.5185,          0.1909,          0.9185,          6.1784
,        4.833333,          0.9000,          0.9000,          6.4741,          2.5404,          5.0887,          6.3710,          9.3801,         26.1279,         22.1864,         15.7320,          2.4146,          3.5919,          4.3568,          9.6912,          4.7115,          4.8130,          8.7339,          9.0460,         15.0774,         13.3849,         16.5708,         38.9079,         28.6729,         38.8838,          1.8061,         20.8319,         14.9189,          0.0000,        249.3180,        291.0974,         95.0837,         92.2656,          2.6568,          0.5590,          0.0000,          0.1276,         16.9778,          7.4828,          1.1328,          0.0070,          0.6659,          1.7511,          2.7282,          6.6792,          0.5559,          0.2872,        171.5371,         30.3933,          0.7887,          5.8277,          1.6169,        256.8725,          6.2789,         38.9688,          2.7504,          6.2640,          0.9800,          1.4600,          0.1807,          0.8938,          5.9352
,        4.866667,          0.9000,          0.9000,          6.4691,          2.5280,          5.0779,          6.3628,          9.3791,         26.1244,         22.1823,         15.7229,          2.4222,          3.5925,          4.3527,          9.6771,          4.7005,          4.7981,          8.6862,          8.9925,         15.0590,         13.3101,         16.5678,         38.9007,         28.6567,         38.8772,          1.8149,         20.8263,         14.8680,          0.0000,        249.2712,        286.7182,         89.8308,         90.1968,          2.5694,          0.6412,          0.0000,          0.1216,         16.2721,          7.1738,          1.1221,          0.0067,          0.6426,          1.6736,          2.5699,          6.3096,          0.5377,          0.2909,        168.6261,         29.4529,          0.7616,          5.6442,          1.5256,        258.1148,          6.0363,         37.2863,          2.6558,          6.1127,          0.9448,          1.3906,          0.1746,          0.8527,          5.6626
,        4.900000,          0.9000,          0.9000,          6.4644,          2.5160,          5.0669,          6.3484,          9.3782,         26.1211,         22.1783,         15.7158,          2.4293,          3.5923,          4.3518,          9.6640,          4.6887,          4.7830,          8.6368,          8.9392,         15.0417,         13.2336,         16.5665,         38.8878,         28.6386,         38.8708,          1.8232,         20.8208,         14.8215,          0.0000,        249.1270,        282.3234,         84.8439,         88.1715,          2.4773,          0.7305,          0.0000,          0.1160,         15.5952,          6.9258,          1.0938,          0.0063,          0.6172,          1.5990,          2.4259,          5.9503,          0.5135,          0.2770,        165.0179,         28.5864,          0.7367,          5.4683,          1.4436,        259.2836,          5.8044,         35.8461,          2.5571,          5.9668,          0.9152,          1.3498,          0.1653,          0.8035,          5.3064
,        4.933333,          0.9000,          0.9000,          6.4602,          2.5043,          5.0576,          6.3438,          9.3773,         26.1178,         22.1744,         15.7109,          2.4359,          3.5912,          4.3482,          9.6529,          4.6762,          4.7662,          8.5860,          8.8796,         15.0246,         13.1553,         16.5632,         38.8732,         28.6230,         38.8642,          1.8314,         20.8154,         14.7793,          0.0000,        248.8751,        277.8270,         80.1811,         86.2468,          2.2437,          0.8201,          0.0000,          0.1109,         14.9593,          6.6769,          0.9623,          0.0060,          0.5959,          1.5279,          2.3033,          5.6521,          0.5083,          0.2649,        161.7065,         27.7627,          0.7126,          5.2825,          1.3675,        260.3985,          5.5817,         34.4610,          2.4596,          5.8239,          0.8737,          1.3157,          0.1554,          0.7706,          5.2121
,        4.966667,          0.9000,          0.9000,          6.4561,          2.4930,          5.0471,          6.3427,          9.3764,         26.1146,         22.1705,         15.6976,          2.4419,          3.5893,          4.3451,          9.6455,          4.6631,          4.7489,          8.5313,          8.8216,         15.0074,         13.0745,         16.5593,         38.8637,         28.6093,         38.8576,          1.8391,         20.8102,         14.7381,          0.0000,        248.5325,        273.3574,         76.5660,         84.1080,          2.1162,          0.9150,          0.0000,          0.1059,         14.3576,          6.3807,          1.0519,          0.0058,          0.5734,          1.6558,          2.2380,          5.3911,          0.4972,          0.2560,        157.5449,         26.9775,          0.6897,          5.1021,          1.2947,        261.4149,          5.3739,         33.2107,          2.3672,          5.6809,          0.8507,          1.2563,          0.1485,          0.7506,          5.2671
,        5.000000,          0.9000,          0.9000,          6.4524,          2.4822,          5.0390,          6.3250,          9.3755,         26.1116,         22.1668,         15.6917,          2.4475,          3.5866,          4.3450,          9.6416,          4.6494,          4.7312,          8.4731,          8.7619,         14.9883,         12.9904,         16.5558,         38.8574,         28.5923,         38.8504,          1.8463,         20.8053,         14.6978,          0.0000,        248.0832,        268.8603,         72.9556,         82.0080,          2.1231,          1.0104,          0.0000,          0.1013,         13.7977,          6.1728,          0.9848,          0.0054,          0.5539,          1.3910,          2.1861,          5.1069,          0.4826,          0.2524,        153.8250,         26.2600,          0.6673,          4.8991,          1.2309,        262.3641,          5.1758,         32.0300,          2.2761,          5.5554,          0.8294,          1.2057,          0.1410,          0.7185,          4.9773

