Time (h),72,9
199.75,5.469,0.196
200,5.469,0.196
200.25,5.304,0.196
200.5,5.304,0.196
200.75,5.304,0.196
201,5.304,0.196
201.25,5.16,0.196
201.5,5.16,0.196
201.75,5.16,0.196
202,5.16,0.196
202.25,5.036,0.194
202.5,5.036,0.194
202.75,5.036,0.194
203,5.036,0.194
203.25,4.922,0.19
203.5,4.922,0.19
203.75,4.922,0.19
204,4.922,0.19
204.25,4.777,0.188
204.5,4.777,0.188
204.75,4.777,0.188
205,4.777,0.188
205.25,4.567,0.186
205.5,4.567,0.186
205.75,4.567,0.186
206,4.567,0.186
206.25,4.35,0.184
206.5,4.35,0.184
206.75,4.35,0.184
207,4.35,0.184
207.25,4.161,0.184
207.5,4.161,0.184
207.75,4.161,0.184
208,4.161,0.184
208.25,4.008,0.18
208.5,4.008,0.18
208.75,4.008,0.18
209,3.986,0.18
209.25,3.854,0.18
209.5,3.854,0.18
209.75,3.854,0.18
210,3.854,0.18
210.25,3.831,0.18
210.5,3.831,0.18
210.75,3.831,0.18
211,3.831,0.18
211.25,3.965,0.228
211.5,3.965,0.228
211.75,4.128,0.228
212,4.128,0.228
212.25,4.373,0.244
212.5,4.636,0.244
212.75,4.941,0.244
213,5.169,0.244
213.25,5.401,0.226
213.5,5.617,0.226
213.75,5.825,0.226
214,6.006,0.226
214.25,6.198,0.194
214.5,6.372,0.194
214.75,6.496,0.194
215,6.715,0.194
215.25,6.894,0.178
215.5,7.078,0.178
215.75,7.233,0.178
216,7.379,0.178
216.25,7.744,0.174
216.5,7.744,0.174
216.75,7.744,0.174
217,7.744,0.174
217.25,7.883,0.173
217.5,7.883,0.173
217.75,7.883,0.173
218,7.883,0.173
218.25,7.953,0.173
218.5,7.953,0.173
218.75,7.953,0.173
219,7.953,0.173
219.25,8.033,0.174
219.5,8.033,0.174
219.75,8.033,0.174
220,8.033,0.174
220.25,8.113,0.173
220.5,8.113,0.173
220.75,8.113,0.173
221,8.113,0.173
221.25,8.123,0.171
221.5,8.123,0.171
221.75,8.123,0.171
222,8.123,0.171
222.25,8.033,0.171
222.5,8.033,0.171
222.75,8.033,0.171
223,8.033,0.171
223.25,8.275,0.169
223.5,8.275,0.169
223.75,8.275,0.169
224,8.275,0.169
224.25,8.437,0.169
224.5,8.733,0.169
224.75,8.733,0.169
225,8.733,0.169
225.25,8.918,0.167
225.5,8.918,0.167
225.75,8.918,0.167
226,8.918,0.167
226.25,8.733,0.165
226.5,8.733,0.165
226.75,8.733,0.165
227,8.733,0.165
227.25,8.345,0.165
227.5,8.345,0.165
227.75,8.345,0.165
228,8.345,0.165
228.25,7.913,0.163
228.5,7.913,0.163
228.75,7.913,0.163
229,7.913,0.163
229.25,7.468,0.16
229.5,7.468,0.16
229.75,7.468,0.16
230,7.468,0.16
230.25,7.029,0.158
230.5,7.029,0.158
230.75,7.029,0.158
231,7.029,0.158
231.25,6.705,0.16
231.5,6.705,0.16
231.75,6.548,0.16
232,6.548,0.16
232.25,6.086,0.16
232.5,6.086,0.16
232.75,6.086,0.16
233,6.086,0.16
233.25,5.666,0.158
233.5,5.666,0.158
233.75,5.666,0.158
234,5.666,0.158
234.25,5.285,0.158
234.5,5.285,0.158
234.75,5.285,0.158
235,5.285,0.158
235.25,4.951,0.156
235.5,4.951,0.156
235.75,4.951,0.156
236,4.951,0.156
236.25,4.602,0.154
236.5,4.602,0.154
236.75,4.602,0.154
237,4.602,0.154
237.25,4.283,0.151
237.5,4.283,0.151
237.75,4.283,0.151
238,4.283,0.151
238.25,3.986,0.149
238.5,3.986,0.149
238.75,3.986,0.149
239,3.986,0.149
239.25,3.797,0.145
239.5,3.797,0.145
239.75,3.797,0.145
240,3.797,0.145
240.25,3.763,0.145
240.5,3.763,0.145
240.75,3.763,0.145
241,3.763,0.145
241.25,3.74,0.144
241.5,3.74,0.144
241.75,3.74,0.144
242,3.74,0.144
242.25,3.606,0.144
242.5,3.606,0.144
242.75,3.606,0.144
243,3.606,0.144
243.25,3.409,0.142
243.5,3.409,0.142
243.75,3.409,0.142
244,3.409,0.142
244.25,3.196,0.142
244.5,3.196,0.142
244.75,3.196,0.142
245,3.196,0.142
245.25,3.011,0.142
245.5,3.011,0.142
245.75,3.011,0.142
246,3.011,0.142
246.25,2.872,0.14
246.5,2.872,0.14
246.75,2.872,0.14
247,2.872,0.14
247.25,2.756,0.14
247.5,2.756,0.14
247.75,2.756,0.14
248,2.756,0.14
248.25,2.672,0.14
248.5,2.672,0.14
248.75,2.672,0.14
249,2.672,0.14
249.25,2.608,0.14
249.5,2.608,0.14
249.75,2.608,0.14
250,2.608,0.14
250.25,2.553,0.14
250.5,2.553,0.14
250.75,2.553,0.14
251,2.553,0.14
251.25,2.517,0.14
251.5,2.517,0.14
251.75,2.517,0.14
252,2.517,0.14
252.25,2.472,0.139
252.5,2.472,0.139
252.75,2.472,0.139
253,2.472,0.139
253.25,2.419,0.137
253.5,2.419,0.137
253.75,2.419,0.137
254,2.419,0.137
254.25,2.357,0.137
254.5,2.357,0.137
254.75,2.357,0.137
255,2.357,0.137
255.25,2.288,0.137
255.5,2.288,0.137
255.75,2.288,0.137
256,2.288,0.137
256.25,2.229,0.135
256.5,2.229,0.135
256.75,2.229,0.135
257,2.229,0.135
257.25,2.161,0.135
257.5,2.161,0.135
257.75,2.161,0.135
258,2.161,0.135
258.25,2.095,0.135
258.5,2.095,0.135
258.75,2.095,0.135
259,2.095,0.135
259.25,2.022,0.134
259.5,2.022,0.134
259.75,2.022,0.134
260,2.022,0.134
260.25,1.966,0.134
260.5,1.966,0.134
260.75,1.966,0.134
261,1.966,0.134
261.25,1.916,0.132
261.5,1.916,0.132
261.75,1.916,0.132
262,1.916,0.132
262.25,1.866,0.132
262.5,1.866,0.132
262.75,1.866,0.132
263,1.866,0.132
263.25,1.817,0.13
263.5,1.817,0.13
263.75,1.817,0.13
264,1.817,0.13
264.25,1.784,0.13
264.5,1.784,0.13
264.75,1.784,0.13
265,1.784,0.13
265.25,1.784,0.13
265.5,1.784,0.13
265.75,1.784,0.13
266,1.784,0.13
266.25,1.833,0.129
266.5,1.833,0.129
266.75,1.833,0.129
267,1.833,0.129
267.25,1.891,0.13
267.5,1.891,0.13
267.75,1.891,0.13
268,1.891,0.13
268.25,1.916,0.129
268.5,1.916,0.129
268.75,1.916,0.129
269,1.916,0.129
269.25,1.899,0.129
269.5,1.899,0.129
269.75,1.899,0.129
270,1.899,0.129
270.25,1.874,0.129
270.5,1.874,0.129
270.75,1.874,0.129
271,1.874,0.129
271.25,1.825,0.129
271.5,1.825,0.129
271.75,1.825,0.129
272,1.825,0.129
272.25,1.792,0.127
272.5,1.792,0.127
272.75,1.792,0.127
273,1.792,0.127
273.25,1.752,0.129
273.5,1.752,0.129
273.75,1.752,0.129
274,1.752,0.129
274.25,1.712,0.129
274.5,1.712,0.129
274.75,1.712,0.129
275,1.712,0.129
275.25,1.697,0.129
275.5,1.697,0.129
275.75,1.697,0.129
276,1.697,0.129
276.25,1.697,0.129
276.5,1.697,0.129
276.75,1.697,0.129
277,1.697,0.129
277.25,1.697,0.129
277.5,1.697,0.129
277.75,1.697,0.129
278,1.697,0.129
278.25,1.697,0.129
278.5,1.697,0.129
278.75,1.697,0.129
279,1.697,0.129
279.25,1.697,0.129
279.5,1.697,0.129
279.75,1.697,0.129
280,1.697,0.129
280.25,1.697,0.129
280.5,1.697,0.129
280.75,1.697,0.129
281,1.697,0.129
281.25,1.697,0.129
281.5,1.697,0.129
281.75,1.697,0.129
282,1.697,0.129
282.25,1.697,0.129
282.5,1.697,0.129
282.75,1.697,0.129
283,1.697,0.129
283.25,1.697,0.129
283.5,1.697,0.129
283.75,1.697,0.129
284,1.697,0.129
284.25,1.697,0.129
284.5,1.697,0.129
284.75,1.697,0.129
285,1.697,0.129
285.25,1.697,0.129
285.5,1.697,0.129
285.75,1.697,0.129
286,1.697,0.129
286.25,1.697,0.129
286.5,1.697,0.129
286.75,1.697,0.129
287,1.697,0.129
287.25,1.697,0.129
287.5,1.697,0.129
287.75,1.697,0.129
288,1.697,0.129
288.25,1.697,0.129
288.5,1.697,0.129
288.75,1.697,0.129
289,1.697,0.129
289.25,1.697,0.129
289.5,1.697,0.129
289.75,1.697,0.129
290,1.697,0.129
290.25,1.697,0.129
290.5,1.697,0.129
290.75,1.697,0.129
291,1.697,0.129
291.25,1.697,0.129
291.5,1.697,0.129
291.75,1.697,0.129
292,1.697,0.129
292.25,1.697,0.129
292.5,1.697,0.129
292.75,1.697,0.129
293,1.697,0.129
293.25,1.697,0.129
293.5,1.697,0.129
293.75,1.697,0.129
294,1.697,0.129
294.25,1.697,0.129
294.5,1.697,0.129
294.75,1.697,0.129
295,1.697,0.129
295.25,1.697,0.129
295.5,1.697,0.129
295.75,1.697,0.129
296,1.697,0.129
296.25,1.697,0.129
296.5,1.697,0.129
296.75,1.697,0.129
297,1.697,0.129
297.25,1.697,0.129
297.5,1.697,0.129
297.75,1.697,0.129
298,1.697,0.129
298.25,1.697,0.129
298.5,1.697,0.129
298.75,1.697,0.129
299,1.697,0.129
299.25,1.697,0.129
299.5,1.697,0.129
299.75,1.697,0.129
300,1.697,0.129
300.25,1.697,0.129
300.5,1.697,0.129
300.75,1.697,0.129
301,1.697,0.129
301.25,1.697,0.129
301.5,1.697,0.129
301.75,1.697,0.129
302,1.697,0.129
302.25,1.697,0.129
302.5,1.697,0.129
302.75,1.697,0.129
303,1.697,0.129
